"ISOcode","cancer_type","distribution_method","risk_calculation","LRM_lifetime_risk","LRM_lifetime_risk_percent","LRM_variance","LRM_std_error","LRM_std_error_percent","LRM_ci_lower","LRM_ci_upper","LRM_ci_lower_percent","LRM_ci_upper_percent","LRM_n_age_groups","LRM_note"
724,"colon","Poisson","LRM",0.0330752197216729,3.307522,1.02094189499441e-07,0.000319521813808449,0.031952,0.0324489569666084,0.0337014824767375,3.244896,3.370148,18,"Success"
380,"colon","Poisson","LRM",0.0329998963507127,3.29999,6.44402153384977e-08,0.000253850773759896,0.025385,0.0325023488341433,0.0334974438672821,3.250235,3.349744,18,"Success"
616,"colon","Poisson","LRM",0.0329842067290953,3.298421,1.44964651973932e-07,0.000380742238232025,0.038074,0.0322379519421605,0.03373046151603,3.223795,3.373046,18,"Success"
208,"colon","Poisson","LRM",0.0325460388589716,3.254604,8.69217776853078e-07,0.000932318495393649,0.093232,0.030718694608,0.0343733831099431,3.071869,3.437338,18,"Success"
300,"colon","Poisson","LRM",0.0325162723969472,3.251627,3.45952295779408e-07,0.000588177095592312,0.058818,0.0313634452895863,0.0336690995043081,3.136345,3.36691,18,"Success"
925,"colon","Poisson","LRM",0.0320881238195768,3.208812,2.74395074669788e-08,0.000165648747254481,0.016565,0.0317634522749581,0.0324127953641956,3.176345,3.24128,18,"Success"
233,"colon","Poisson","LRM",0.0320719001406264,3.20719,3.21616852390187e-06,0.00179336792764393,0.179337,0.0285568990024443,0.0355869012788085,2.85569,3.55869,18,"Success"
376,"colon","Poisson","LRM",0.0312035059653544,3.120351,1.03842522472574e-06,0.00101903151311711,0.101903,0.0292062041996449,0.0332008077310639,2.92062,3.320081,18,"Success"
434,"colon","Poisson","LRM",0.0307537735075704,3.075377,3.572697680522e-06,0.00189015810992678,0.189016,0.0270490636121139,0.0344584834030269,2.704906,3.445848,18,"Success"
780,"colon","Poisson","LRM",0.0305502988129447,3.05503,1.02002848566982e-05,0.00319378848026888,0.319379,0.0242904733916177,0.0368101242342717,2.429047,3.681012,18,"Success"
638,"colon","Poisson","LRM",0.0300338472139011,3.003385,1.08656099634127e-05,0.0032963024684353,0.32963,0.0235730943757679,0.0364946000520343,2.357309,3.64946,18,"Success"
915,"colon","Poisson","LRM",0.0299845177683673,2.998452,2.26933492833442e-07,0.000476375369675471,0.047638,0.0290508220438034,0.0309182134929312,2.905082,3.091821,18,"Success"
250,"colon","Poisson","LRM",0.0297789098235685,2.977891,6.640246985178e-08,0.000257686766931831,0.025769,0.0292738437603821,0.0302839758867548,2.927384,3.028398,18,"Success"
32,"colon","Poisson","LRM",0.0295405044862793,2.95405,1.45628207233879e-07,0.000381612640296255,0.038161,0.0287925437112987,0.03028846526126,2.879254,3.028847,18,"Success"
705,"colon","Poisson","LRM",0.0288751317459331,2.887513,2.17403846522024e-06,0.00147446209351758,0.147446,0.0259851860426387,0.0317650774492276,2.598519,3.176508,18,"Success"
332,"colon","Poisson","LRM",0.0287527028062416,2.87527,2.66898905764077e-06,0.00163370409121137,0.16337,0.0255506427874673,0.0319547628250159,2.555064,3.195476,18,"Success"
474,"colon","Poisson","LRM",0.0286844695064449,2.868447,1.28323582384839e-05,0.00358222811089466,0.358223,0.0216633024090914,0.0357056366037984,2.16633,3.570564,16,"Success"
954,"colon","Poisson","LRM",0.0281831701875772,2.818317,4.13278906841543e-05,0.00642867721107183,0.642868,0.0155829628538764,0.040783377521278,1.558296,4.078338,18,"Success"
752,"colon","Poisson","LRM",0.0280329334104758,2.803293,4.24876102480583e-07,0.000651825208534146,0.065183,0.0267553560017488,0.0293105108192027,2.675536,2.931051,18,"Success"
100,"colon","Poisson","LRM",0.0273469973772573,2.7347,4.54589405859053e-07,0.000674232456841891,0.067423,0.0260255017618472,0.0286684929926674,2.60255,2.866849,18,"Success"
608,"colon","Poisson","LRM",0.027061612511568,2.706161,2.3381441301238e-07,0.000483543599908405,0.048354,0.0261138670557475,0.0280093579673885,2.611387,2.800936,18,"Success"
96,"colon","Poisson","LRM",0.02705314871466,2.705315,3.21346912557273e-05,0.00566874688584058,0.566875,0.0159424048184125,0.0381638926109076,1.59424,3.816389,18,"Success"
470,"colon","Poisson","LRM",0.0268334612938887,2.683346,1.15269114872592e-05,0.00339513055525987,0.339513,0.0201790054055793,0.033487917182198,2.017901,3.348792,18,"Success"
924,"colon","Poisson","LRM",0.0266822729260524,2.668227,4.09774359852108e-08,0.000202428841782022,0.020243,0.0262855123961596,0.0270790334559451,2.628551,2.707903,18,"Success"
642,"colon","Poisson","LRM",0.0264068805604192,2.640688,1.82322488998023e-07,0.000426992375807839,0.042699,0.0255699755038358,0.0272437856170026,2.556998,2.724379,18,"Success"
56,"colon","Poisson","LRM",0.0263168727936988,2.631687,3.44319082893783e-07,0.000586787084804858,0.058679,0.0251667701074813,0.0274669754799163,2.516677,2.746698,18,"Success"
600,"colon","Poisson","LRM",0.0263143209171345,2.631432,2.14720624701203e-06,0.00146533485832148,0.146533,0.0234422645948244,0.0291863772394446,2.344226,2.918638,18,"Success"
826,"colon","Poisson","LRM",0.0261266494985828,2.612665,6.53993912371983e-08,0.000255733046822655,0.025573,0.0256254127268104,0.0266278862703552,2.562541,2.662789,18,"Success"
981,"colon","Poisson","LRM",0.0260909196234304,2.609092,2.90217844638771e-09,5.38718706412512e-05,0.005387,0.0259853307569736,0.0261965084898873,2.598533,2.619651,18,"Success"
926,"colon","Poisson","LRM",0.0254391237545466,2.543912,1.73411520862593e-08,0.000131685808218879,0.013169,0.0251810195704376,0.0256972279386556,2.518102,2.569723,18,"Success"
312,"colon","Poisson","LRM",0.0253833638636822,2.538336,1.09212596876133e-05,0.00330473292228182,0.330473,0.0189060873360099,0.0318606403913546,1.890609,3.186064,18,"Success"
630,"colon","Poisson","LRM",0.0253581593191708,2.535816,1.1035304811636e-06,0.00105049059070684,0.105049,0.0232991977613854,0.0274171208769562,2.32992,2.741712,18,"Success"
36,"colon","Poisson","LRM",0.0252529413542378,2.525294,2.01739533186879e-07,0.000449154242089373,0.044915,0.0243725990397426,0.0261332836687329,2.43726,2.613328,18,"Success"
740,"colon","Poisson","LRM",0.0247636804365162,2.476368,2.03797969171034e-05,0.0045143988433792,0.45144,0.015915458703493,0.0336119021695394,1.591546,3.36119,18,"Success"
923,"colon","Poisson","LRM",0.0242992605326675,2.429926,1.40012680112936e-08,0.000118326953866368,0.011833,0.0240673397030894,0.0245311813622456,2.406734,2.453118,18,"Success"
498,"colon","Poisson","LRM",0.0241969443565789,2.419694,1.28896522273734e-06,0.00113532604248178,0.113533,0.0219717053133146,0.0264221833998432,2.197171,2.642218,18,"Success"
203,"colon","Poisson","LRM",0.0241745849522942,2.417458,3.5861056564081e-07,0.000598841018669238,0.059884,0.0230008565557025,0.0253483133488859,2.300086,2.534831,18,"Success"
152,"colon","Poisson","LRM",0.0231902251593433,2.319023,3.05792258493867e-07,0.000552984862807172,0.055298,0.0221063748282413,0.0242740754904454,2.210637,2.427408,18,"Success"
442,"colon","Poisson","LRM",0.0231431093788502,2.314311,7.73896130113961e-06,0.00278189886608763,0.27819,0.0176905876013185,0.028595631156382,1.769059,2.859563,18,"Success"
410,"colon","Poisson","LRM",0.0229774021903302,2.29774,9.95596172123251e-08,0.000315530691395188,0.031553,0.0223589620351956,0.0235958423454648,2.235896,2.359584,18,"Success"
643,"colon","Poisson","LRM",0.0229062587426546,2.290626,2.92296930933647e-08,0.000170966935672851,0.017097,0.0225711635487358,0.0232413539365734,2.257116,2.324135,18,"Success"
688,"colon","Poisson","LRM",0.0227146200922608,2.271462,4.09551949886677e-07,0.000639962459747974,0.063996,0.0214602936711548,0.0239689465133668,2.146029,2.396895,18,"Success"
188,"colon","Poisson","LRM",0.0226522787903739,2.265228,1.46733927931699e-06,0.00121133780561699,0.121134,0.0202780566913646,0.0250265008893832,2.027806,2.50265,18,"Success"
499,"colon","Poisson","LRM",0.0222384887927307,2.223849,6.05485542659387e-06,0.00246066158311009,0.246066,0.0174155920898349,0.0270613854956265,1.741559,2.706139,18,"Success"
276,"colon","Poisson","LRM",0.0218878998737685,2.18879,3.13186161190977e-08,0.00017697066457212,0.017697,0.0215410373712071,0.0222347623763298,2.154104,2.223476,18,"Success"
662,"colon","Poisson","LRM",0.0218345077269573,2.183451,4.2211416439201e-05,0.00649703135587331,0.649703,0.00910032626944561,0.034568689184469,0.910033,3.456869,18,"Success"
112,"colon","Poisson","LRM",0.0212300447143608,2.123004,3.44814132758366e-07,0.000587208764204321,0.058721,0.0200791155365203,0.0223809738922013,2.007912,2.238097,18,"Success"
170,"colon","Poisson","LRM",0.0210853679946491,2.108537,1.86694571467454e-07,0.000432081672218869,0.043208,0.0202384879171001,0.021932248072198,2.023849,2.193225,18,"Success"
792,"colon","Poisson","LRM",0.0206852811902544,2.068528,7.53350684401586e-08,0.000274472345492508,0.027447,0.0201473153930891,0.0212232469874197,2.014732,2.122325,18,"Success"
51,"colon","Poisson","LRM",0.0206504942590583,2.065049,1.60285254933426e-06,0.00126603813107436,0.126604,0.0181690595221526,0.0231319289959641,1.816906,2.313193,18,"Success"
246,"colon","Poisson","LRM",0.0204820848025733,2.048208,4.76873851902318e-07,0.00069056053456762,0.069056,0.0191285861548208,0.0218355834503259,1.912859,2.183558,18,"Success"
756,"colon","Poisson","LRM",0.0204508466126744,2.045085,3.77303078478384e-07,0.000614250013006417,0.061425,0.0192469165871818,0.021654776638167,1.924692,2.165478,18,"Success"
44,"colon","Poisson","LRM",0.0204240978741373,2.04241,1.34613930605727e-05,0.00366897711366161,0.366898,0.0132329027313606,0.0276152930169141,1.32329,2.761529,18,"Success"
440,"colon","Poisson","LRM",0.0203963713267891,2.039637,8.4518864023027e-07,0.000919341416575078,0.091934,0.0185944621503019,0.0221982805032762,1.859446,2.219828,18,"Success"
931,"colon","Poisson","LRM",0.0202076271280291,2.020763,1.55259610054809e-08,0.000124603214266249,0.01246,0.0199634048280673,0.020451849427991,1.99634,2.045185,18,"Success"
12,"colon","Poisson","LRM",0.0195688938792878,1.956889,2.78123429422729e-07,0.000527374088691063,0.052737,0.0185352406654533,0.0206025470931222,1.853524,2.060255,18,"Success"
40,"colon","Poisson","LRM",0.019206714546907,1.920671,2.89769602786782e-07,0.000538302519766332,0.05383,0.018151641608165,0.020261787485649,1.815164,2.026179,18,"Success"
458,"colon","Poisson","LRM",0.0190955557966908,1.909556,3.51936621789598e-07,0.000593242464587287,0.059324,0.0179328005660997,0.0202583110272819,1.79328,2.025831,18,"Success"
275,"colon","Poisson","LRM",0.0190657903763349,1.906579,3.9681192219708e-06,0.00199201386088822,0.199201,0.015161443208994,0.0229701375436758,1.516144,2.297014,18,"Success"
214,"colon","Poisson","LRM",0.0190306687303433,1.903067,7.6411298185212e-07,0.000874135562628658,0.087414,0.0173173630275911,0.0207439744330955,1.731736,2.074397,18,"Success"
905,"colon","Poisson","LRM",0.0186391236508554,1.863912,1.03791556850335e-08,0.000101878141350505,0.010188,0.0184394424938084,0.0188388048079024,1.843944,1.88388,18,"Success"
254,"colon","Poisson","LRM",0.0185909543838179,1.859095,3.73660489608959e-05,0.00611277751606386,0.611278,0.00660991045233271,0.030571998315303,0.660991,3.0572,17,"Success"
76,"colon","Poisson","LRM",0.0184646795156112,1.846468,2.92785002581564e-08,0.000171109614744924,0.017111,0.0181293046707111,0.0188000543605112,1.81293,1.880005,18,"Success"
906,"colon","Poisson","LRM",0.0184548005137487,1.84548,2.85456164919086e-09,5.34280979372358e-05,0.005343,0.0183500814417917,0.0185595195857057,1.835008,1.855952,18,"Success"
807,"colon","Poisson","LRM",0.0184428603514115,1.844286,1.5750441507861e-06,0.00125500762977207,0.125501,0.0159830453970582,0.0209026753057647,1.598305,2.090268,18,"Success"
591,"colon","Poisson","LRM",0.0183719389618151,1.837194,2.06531316977051e-06,0.00143711974788829,0.143712,0.0155551842559541,0.0211886936676762,1.555518,2.118869,18,"Success"
84,"colon","Poisson","LRM",0.0183278752704449,1.832788,3.23952744729916e-05,0.00569168467793075,0.569168,0.00717217330170066,0.0294835772391892,0.717217,2.948358,18,"Success"
372,"colon","Poisson","LRM",0.0183240347003231,1.832403,8.71947579865294e-07,0.000933781334074147,0.093378,0.0164938232855378,0.0201542461151084,1.649382,2.015425,18,"Success"
428,"colon","Poisson","LRM",0.0178795748552757,1.787957,1.10164065002096e-06,0.00104959070595207,0.104959,0.0158223770716097,0.0199367726389418,1.582238,1.993677,18,"Success"
70,"colon","Poisson","LRM",0.0178451984938352,1.78452,7.26291426387416e-07,0.000852227332574716,0.085223,0.0161748329219887,0.0195155640656816,1.617483,1.951556,18,"Success"
218,"colon","Poisson","LRM",0.0175279875395665,1.752799,5.26368172706624e-07,0.000725512351863581,0.072551,0.0161059833299139,0.0189499917492192,1.610598,1.894999,18,"Success"
922,"colon","Poisson","LRM",0.0172853608946588,1.728536,3.25631182993141e-08,0.000180452537525284,0.018045,0.0169316739211092,0.0176390478682084,1.693167,1.763905,18,"Success"
480,"colon","Poisson","LRM",0.0172001614449991,1.720016,4.01260940241413e-06,0.00200314987018299,0.200315,0.0132739876994405,0.0211263351905578,1.327399,2.112634,18,"Success"
328,"colon","Poisson","LRM",0.0168716821150914,1.687168,1.44372845126675e-05,0.00379964268223572,0.379964,0.00942438245790937,0.0243189817722734,0.942438,2.431898,18,"Success"
900,"colon","Poisson","LRM",0.0167886994111711,1.67887,7.73000824882562e-10,2.78028923833935e-05,0.00278,0.0167342057420997,0.0168431930802426,1.673421,1.684319,18,"Success"
840,"colon","Poisson","LRM",0.0165657721123412,1.656577,9.96816728051036e-09,9.98407095352911e-05,0.009984,0.016370084321652,0.0167614599030303,1.637008,1.676146,18,"Success"
364,"colon","Poisson","LRM",0.0163389926585998,1.633899,1.18705661584675e-07,0.000344536879861467,0.034454,0.0156637003740713,0.0170142849431282,1.56637,1.701428,18,"Success"
862,"colon","Poisson","LRM",0.0162912497783658,1.629125,2.48069594898612e-07,0.000498065853977777,0.049807,0.0153150407045694,0.0172674588521623,1.531504,1.726746,18,"Success"
558,"colon","Poisson","LRM",0.0158560266091425,1.585603,1.74733192300008e-06,0.00132186683255163,0.132187,0.0132651676173413,0.0184468856009437,1.326517,1.844689,18,"Success"
422,"colon","Poisson","LRM",0.015702770590747,1.570277,9.57202407239157e-07,0.000978367214924518,0.097837,0.0137851708494949,0.0176203703319991,1.378517,1.762037,18,"Success"
462,"colon","Poisson","LRM",0.0155938852309759,1.559389,2.95408751479363e-05,0.0054351518054178,0.543515,0.00494098769235704,0.0262467827695948,0.494099,2.624678,18,"Success"
882,"colon","Poisson","LRM",0.0153857436385316,1.538574,2.80031977128687e-05,0.00529180476896764,0.52918,0.00501380629135501,0.0257576809857082,0.501381,2.575768,18,"Success"
156,"colon","Poisson","LRM",0.0152133336107226,1.521333,3.07968642132035e-09,5.54949224823348e-05,0.005549,0.0151045635626573,0.015322103658788,1.510456,1.53221,18,"Success"
400,"colon","Poisson","LRM",0.0150893855262738,1.508939,1.3842789620755e-06,0.00117655385005341,0.117655,0.0127833399801691,0.0173954310723785,1.278334,1.739543,18,"Success"
804,"colon","Poisson","LRM",0.0149277083041366,1.492771,5.1547053980337e-08,0.000227039762993924,0.022704,0.0144827103686685,0.0153727062396047,1.448271,1.537271,18,"Success"
604,"colon","Poisson","LRM",0.0147470130442776,1.474701,1.33614095278769e-07,0.000365532618624889,0.036553,0.0140305691117728,0.0154634569767823,1.403057,1.546346,18,"Success"
540,"colon","Poisson","LRM",0.0147049785725547,1.470498,1.33391187678313e-05,0.00365227583402888,0.365228,0.00754651793785808,0.0218634392072513,0.754652,2.186344,18,"Success"
710,"colon","Poisson","LRM",0.0145866979330181,1.45867,1.08258901350496e-07,0.000329027204575086,0.032903,0.0139418046120509,0.0152315912539852,1.39418,1.523159,18,"Success"
982,"colon","Poisson","LRM",0.0139023204626062,1.390232,1.6233529947192e-09,4.02908549762747e-05,0.004029,0.0138233503868527,0.0139812905383597,1.382335,1.398129,18,"Success"
913,"colon","Poisson","LRM",0.0137848141231246,1.378481,9.39674262185164e-08,0.000306541067751968,0.030654,0.0131839936303307,0.0143856346159184,1.318399,1.438563,18,"Success"
222,"colon","Poisson","LRM",0.0137825628024472,1.378256,9.52625430796976e-07,0.000976025322825682,0.097603,0.0118695531697088,0.0156955724351855,1.186955,1.569557,18,"Success"
916,"colon","Poisson","LRM",0.0132384311097504,1.323843,3.57398029842257e-08,0.000189049736800202,0.018905,0.012867893625622,0.0136089685938788,1.286789,1.360897,18,"Success"
48,"colon","Poisson","LRM",0.0129210799644096,1.292108,1.08127621820405e-05,0.00328827647591265,0.328828,0.00647605807162079,0.0193661018571984,0.647606,1.93661,18,"Success"
340,"colon","Poisson","LRM",0.0128660192628565,1.286602,1.75707097162718e-06,0.00132554553736459,0.132555,0.0102679500096219,0.0154640885160911,1.026795,1.546409,18,"Success"
764,"colon","Poisson","LRM",0.0128415656607309,1.284157,4.81414506996609e-08,0.000219411601105459,0.021941,0.0124115189225642,0.0132716123988976,1.241152,1.327161,18,"Success"
760,"colon","Poisson","LRM",0.0126732676992206,1.267327,4.55285081078615e-07,0.000674748161226553,0.067475,0.0113507613032165,0.0139957740952246,1.135076,1.399577,18,"Success"
484,"colon","Poisson","LRM",0.01252515681739,1.252516,4.22657930282904e-08,0.000205586461198909,0.020559,0.0121222073534401,0.0129281062813398,1.212221,1.292811,18,"Success"
320,"colon","Poisson","LRM",0.0122666452530413,1.226665,5.66415788091651e-07,0.000752605997911026,0.075261,0.0107915374971357,0.0137417530089469,1.079154,1.374175,18,"Success"
920,"colon","Poisson","LRM",0.0120728242964227,1.207282,8.55356944663691e-09,9.24855093873462e-05,0.009249,0.0118915526980235,0.0122540958948219,1.189155,1.22541,18,"Success"
682,"colon","Poisson","LRM",0.0120346793751749,1.203468,4.75666803636581e-07,0.00068968601815361,0.068969,0.0106828947795938,0.0133864639707559,1.068289,1.338646,18,"Success"
414,"colon","Poisson","LRM",0.012009813999541,1.200981,3.01839346432969e-06,0.00173735242951155,0.173735,0.00860460323769832,0.0154150247613836,0.86046,1.541502,18,"Success"
398,"colon","Poisson","LRM",0.0120043206680252,1.200432,2.45921872594317e-07,0.000495905104424544,0.049591,0.0110323466633531,0.0129762946726973,1.103235,1.297629,18,"Success"
634,"colon","Poisson","LRM",0.0112422090696288,1.124221,1.57793405575128e-05,0.00397232180940981,0.397232,0.00345645832318555,0.019027959816072,0.345646,1.902796,18,"Success"
504,"colon","Poisson","LRM",0.011071923273945,1.107192,1.63096759113136e-07,0.000403852397681549,0.040385,0.0102803725744892,0.0118634739734008,1.028037,1.186347,18,"Success"
268,"colon","Poisson","LRM",0.0109631535929603,1.096315,4.71526329352654e-07,0.000686677747821097,0.068668,0.00961726520723093,0.0123090419786896,0.961727,1.230904,18,"Success"
31,"colon","Poisson","LRM",0.0109178528912046,1.091785,5.2909084953211e-07,0.000727386313819631,0.072739,0.00949217571611808,0.012343530066291,0.949218,1.234353,18,"Success"
408,"colon","Poisson","LRM",0.010452008572196,1.045201,8.02473691197407e-08,0.000283279665912929,0.028328,0.00989678042700669,0.0110072367173854,0.989678,1.100724,18,"Success"
512,"colon","Poisson","LRM",0.0103486256136025,1.034863,2.64567908026449e-06,0.00162655435822615,0.162655,0.00716057907147929,0.0135366721557258,0.716058,1.353667,18,"Success"
418,"colon","Poisson","LRM",0.010234862114304,1.023486,8.77590713126383e-07,0.000936798117593317,0.09368,0.00839873780382107,0.0120709864247869,0.839874,1.207099,18,"Success"
784,"colon","Poisson","LRM",0.0101327747358937,1.013277,3.65090628052425e-06,0.0019107344871866,0.191073,0.00638773514100795,0.0138778143307794,0.638774,1.387781,18,"Success"
912,"colon","Poisson","LRM",0.0099641082188291,0.996411,2.94596574720608e-08,0.000171638158554736,0.017164,0.00962769742806182,0.0103005190095964,0.96277,1.030052,18,"Success"
957,"colon","Poisson","LRM",0.00977673324303179,0.977673,3.66504165866322e-06,0.00191442985211348,0.191443,0.00602445073288938,0.0135290157531742,0.602445,1.352902,18,"Success"
788,"colon","Poisson","LRM",0.0094241651815696,0.942417,3.10192332388186e-07,0.000556949129084682,0.055695,0.00833254488856363,0.0105157854745756,0.833254,1.051579,18,"Success"
242,"colon","Poisson","LRM",0.00936073360096204,0.936073,6.58713976612107e-06,0.00256654237567219,0.256654,0.00433031054464454,0.0143911566572795,0.433031,1.439116,18,"Success"
116,"colon","Poisson","LRM",0.0092227930878656,0.922279,3.51751111712106e-07,0.000593086091315676,0.059309,0.00806034434888687,0.0103852418268443,0.806034,1.038524,18,"Success"
68,"colon","Poisson","LRM",0.0091152189542129,0.911522,3.47402431067393e-07,0.000589408543429252,0.058941,0.00795997820909157,0.0102704596993342,0.795998,1.027046,18,"Success"
132,"colon","Poisson","LRM",0.00903342349362046,0.903342,1.14874255771875e-05,0.00338931048698514,0.338931,0.00239037493912958,0.0156764720481113,0.239037,1.567647,18,"Success"
360,"colon","Poisson","LRM",0.00854912690859777,0.854913,1.47054404915157e-08,0.000121265990663152,0.012127,0.00831144556689799,0.00878680825029754,0.831145,0.878681,18,"Success"
404,"colon","Poisson","LRM",0.00830922533987474,0.830923,9.87229397957454e-08,0.000314202068414174,0.03142,0.00769338928578296,0.00892506139396652,0.769339,0.892506,18,"Success"
704,"colon","Poisson","LRM",0.00826511238655117,0.826511,3.21571307404504e-08,0.000179324094143677,0.017932,0.00791363716202956,0.00861658761107278,0.791364,0.861659,18,"Success"
928,"colon","Poisson","LRM",0.00797953656349745,0.797954,5.86425004887407e-07,0.000765783915270755,0.076578,0.00647860008956677,0.00948047303742813,0.64786,0.948047,18,"Success"
258,"colon","Poisson","LRM",0.00784070693838813,0.784071,5.58477478130971e-06,0.00236321280914557,0.236321,0.00320880983246281,0.0124726040443135,0.320881,1.24726,18,"Success"
598,"colon","Poisson","LRM",0.00777952109514039,0.777952,8.31500065124033e-07,0.000911866253967123,0.091187,0.00599226323736483,0.00956677895291595,0.599226,0.956678,18,"Success"
8,"colon","Poisson","LRM",0.00777103408139228,0.777103,5.25394508750685e-07,0.000724841023087604,0.072484,0.00635034567614057,0.00919172248664398,0.635035,0.919172,18,"Success"
706,"colon","Poisson","LRM",0.00771297580400283,0.771298,4.58172018612193e-07,0.000676884051084226,0.067688,0.00638628306387774,0.00903966854412791,0.638628,0.903967,18,"Success"
204,"colon","Poisson","LRM",0.00755754930549938,0.755755,6.31017832215836e-07,0.000794366308585552,0.079437,0.0060005913406717,0.00911450727032706,0.600059,0.911451,18,"Success"
368,"colon","Poisson","LRM",0.00707082107052039,0.707082,1.56434927285507e-07,0.000395518554919371,0.039552,0.00629560470287843,0.00784603743816236,0.62956,0.784604,18,"Success"
496,"colon","Poisson","LRM",0.00645170775024939,0.645171,1.20598182791003e-06,0.00109817203930442,0.109817,0.00429929055321272,0.00860412494728606,0.429929,0.860412,18,"Success"
104,"colon","Poisson","LRM",0.00644157593846683,0.644158,5.53378160227692e-08,0.000235239911628042,0.023524,0.00598050571167587,0.0069026461652578,0.598051,0.690265,18,"Success"
426,"colon","Poisson","LRM",0.00633474835534778,0.633475,1.61306676533355e-06,0.00127006565394611,0.127007,0.00384541967361341,0.00882407703708215,0.384542,0.882408,18,"Success"
887,"colon","Poisson","LRM",0.00631410216484701,0.63141,1.45516802396603e-07,0.000381466646506091,0.038147,0.00556642753769507,0.00706177679199895,0.556643,0.706178,18,"Success"
716,"colon","Poisson","LRM",0.00629065908643557,0.629066,2.59157821745777e-07,0.000509075457811292,0.050908,0.00529287118912544,0.00728844698374571,0.529287,0.728845,18,"Success"
626,"colon","Poisson","LRM",0.00625571394657426,0.625571,3.45481885472911e-06,0.00185871430153456,0.185871,0.00261263391556652,0.009898793977582,0.261263,0.989879,18,"Success"
984,"colon","Poisson","LRM",0.00609054786580013,0.609055,6.01694638169982e-09,7.75689782174538e-05,0.007757,0.00593851266849392,0.00624258306310634,0.593851,0.624258,18,"Success"
231,"colon","Poisson","LRM",0.00583213545113172,0.583214,3.37116128914257e-08,0.000183607224507713,0.018361,0.0054722652910966,0.00619200561116684,0.547227,0.619201,18,"Success"
768,"colon","Poisson","LRM",0.00571762205108719,0.571762,7.20035617466822e-07,0.000848549124957903,0.084855,0.00405446576616971,0.00738077833600468,0.405447,0.738078,18,"Success"
232,"colon","Poisson","LRM",0.0056323831680802,0.563238,1.05145497585042e-06,0.0010254047863407,0.10254,0.00362258978685243,0.00764217654930797,0.362259,0.764218,18,"Success"
