"ISOcode","cancer_type","distribution_method","risk_calculation","LRM_lifetime_risk","LRM_lifetime_risk_percent","LRM_variance","LRM_std_error","LRM_std_error_percent","LRM_ci_lower","LRM_ci_upper","LRM_ci_lower_percent","LRM_ci_upper_percent","LRM_n_age_groups","LRM_note"
804,"rectum","Poisson","LRM",0.0128594555952272,1.285946,4.24636028895454e-08,0.000206066986413509,0.020607,0.0124555643018567,0.0132633468885977,1.245556,1.326335,18,"Success"
392,"rectum","Poisson","LRM",0.0126762100068506,1.267621,1.01040702109975e-08,0.000100519004228044,0.010052,0.0124791927585637,0.0128732272551376,1.247919,1.287323,18,"Success"
528,"rectum","Poisson","LRM",0.0120823018361738,1.20823,1.04059957412866e-07,0.000322583256560017,0.032258,0.0114500386533162,0.0127145650190314,1.145004,1.271457,18,"Success"
12,"rectum","Poisson","LRM",0.0120383427749529,1.203834,1.71142918304011e-07,0.000413694232862885,0.041369,0.0112275020785416,0.0128491834713641,1.12275,1.284918,18,"Success"
608,"rectum","Poisson","LRM",0.0117489342303364,1.174893,9.24599768822111e-08,0.000304072321795673,0.030407,0.0111529524796169,0.0123449159810559,1.115295,1.234492,18,"Success"
52,"rectum","Poisson","LRM",0.011729950059985,1.172995,7.48261896818437e-06,0.00273543761913599,0.273544,0.00636849232647849,0.0170914077934916,0.636849,1.709141,18,"Success"
752,"rectum","Poisson","LRM",0.0116234438281436,1.162344,1.68589326476229e-07,0.000410596305970023,0.04106,0.0108186750684423,0.0124282125878448,1.081868,1.242821,18,"Success"
981,"rectum","Poisson","LRM",0.0112631647898578,1.126316,1.15604031310729e-09,3.40005928346447e-05,0.0034,0.0111965236279019,0.0113298059518137,1.119652,1.132981,18,"Success"
724,"rectum","Poisson","LRM",0.0112118039530947,1.12118,3.3207266279702e-08,0.000182228609937359,0.018223,0.0108546358776175,0.0115689720285719,1.085464,1.156897,18,"Success"
982,"rectum","Poisson","LRM",0.0111934349371331,1.119343,1.23860177654608e-09,3.51937746845387e-05,0.003519,0.0111244551387514,0.0112624147355148,1.112446,1.126241,18,"Success"
268,"rectum","Poisson","LRM",0.0109892641981653,1.098926,4.69549021403013e-07,0.0006852364711565,0.068524,0.00964620071469861,0.0123323276816321,0.96462,1.233233,18,"Success"
408,"rectum","Poisson","LRM",0.0109661090610368,1.096611,8.88414910916894e-08,0.000298062897878433,0.029806,0.0103819057811951,0.0115503123408785,1.038191,1.155031,18,"Success"
925,"rectum","Poisson","LRM",0.0108259597235731,1.082596,8.80497841862812e-09,9.38348465050597e-05,0.009383,0.0106420434244231,0.011009876022723,1.064204,1.100988,18,"Success"
276,"rectum","Poisson","LRM",0.0107748138421692,1.077481,1.46182414048854e-08,0.000120905919643686,0.012091,0.0105378382396676,0.0110117894446708,1.053784,1.101179,18,"Success"
926,"rectum","Poisson","LRM",0.0106590088015831,1.065901,6.911312148724e-09,8.31343018778891e-05,0.008313,0.0104960655699025,0.0108219520332638,1.049607,1.082195,18,"Success"
100,"rectum","Poisson","LRM",0.0106528691494699,1.065287,1.66921935088428e-07,0.000408560809535653,0.040856,0.00985208996278005,0.0114536483361598,0.985209,1.145365,18,"Success"
250,"rectum","Poisson","LRM",0.0106411895215941,1.064119,2.27801427157795e-08,0.000150930920343644,0.015093,0.0103453649177205,0.0109370141254676,1.034536,1.093701,18,"Success"
36,"rectum","Poisson","LRM",0.0105794497327052,1.057945,7.57046418900489e-08,0.000275144765332813,0.027514,0.0100401659926529,0.0111187334727575,1.004017,1.111873,18,"Success"
764,"rectum","Poisson","LRM",0.0104687101777776,1.046871,3.75515629586411e-08,0.000193782256562981,0.019378,0.0100888969549142,0.010848523400641,1.00889,1.084852,18,"Success"
858,"rectum","Poisson","LRM",0.0103043968500607,1.03044,5.25056195936484e-07,0.000724607615152148,0.072461,0.00888416592436248,0.0117246277757589,0.888417,1.172463,18,"Success"
246,"rectum","Poisson","LRM",0.0102524275016077,1.025243,2.26101072189601e-07,0.000475500864551897,0.04755,0.00932044580708595,0.0111844091961294,0.932045,1.118441,18,"Success"
40,"rectum","Poisson","LRM",0.00996410176947884,0.99641,1.44523450048811e-07,0.000380162399572619,0.038016,0.0092189834663165,0.0107092200726412,0.921898,1.070922,18,"Success"
704,"rectum","Poisson","LRM",0.00986662761891351,0.986663,3.76740470494058e-08,0.000194098034635608,0.01941,0.00948619547102772,0.0102470597667993,0.94862,1.024706,18,"Success"
882,"rectum","Poisson","LRM",0.00981658181292812,0.981658,1.52904562119066e-05,0.00391030129426194,0.39103,0.00215239127617473,0.0174807723496815,0.215239,1.748077,18,"Success"
56,"rectum","Poisson","LRM",0.00973281115806745,0.973281,1.2304839223366e-07,0.000350782542658069,0.035078,0.00904527737445764,0.0104203449416773,0.904528,1.042034,18,"Success"
900,"rectum","Poisson","LRM",0.00945315224149597,0.945315,3.94157085632394e-10,1.98533897768717e-05,0.001985,0.0094142395975333,0.00949206488545864,0.941424,0.949206,18,"Success"
499,"rectum","Poisson","LRM",0.00928347459502484,0.928347,2.34284522217194e-06,0.00153063556151422,0.153064,0.00628342889445697,0.0122835202955927,0.628343,1.228352,18,"Success"
380,"rectum","Poisson","LRM",0.00928158469952015,0.928158,1.7620994753702e-08,0.000132744094986187,0.013274,0.00902140627334722,0.00954176312569307,0.902141,0.954176,18,"Success"
638,"rectum","Poisson","LRM",0.00925450836170245,0.925451,3.67783908626974e-06,0.00191776929954302,0.191777,0.00549568053459813,0.0130133361888068,0.549568,1.301334,18,"Success"
76,"rectum","Poisson","LRM",0.00925166946425686,0.925167,1.3730992507151e-08,0.00011717931774486,0.011718,0.00902199800147693,0.00948134092703679,0.9022,0.948134,18,"Success"
920,"rectum","Poisson","LRM",0.00923230816088652,0.923231,6.27445796928546e-09,7.92114762473561e-05,0.007921,0.00907705366744171,0.00938756265433134,0.907705,0.938756,18,"Success"
208,"rectum","Poisson","LRM",0.00916699895510306,0.9167,2.33223485620876e-07,0.000482932174969608,0.048293,0.00822045189216263,0.0101135460180435,0.822045,1.011355,18,"Success"
682,"rectum","Poisson","LRM",0.00906564912858398,0.906565,3.4968629350678e-07,0.000591342788496469,0.059134,0.0079066172631309,0.0102246809940371,0.790662,1.022468,18,"Success"
388,"rectum","Poisson","LRM",0.0090593318778932,0.905933,1.39678518670308e-06,0.00118185666927216,0.118186,0.00674289280611977,0.0113757709496666,0.674289,1.137577,18,"Success"
756,"rectum","Poisson","LRM",0.00901717785799833,0.901718,1.56811810084748e-07,0.000395994709667627,0.039599,0.00824102822704978,0.00979332748894688,0.824103,0.979333,18,"Success"
116,"rectum","Poisson","LRM",0.00891116108774051,0.891116,3.72403267793747e-07,0.00061024852953018,0.061025,0.00771507396986136,0.0101072482056197,0.771507,1.010725,18,"Success"
442,"rectum","Poisson","LRM",0.00881551122687747,0.881551,2.92766641530795e-06,0.00171104249371778,0.171104,0.00546186793919063,0.0121691545145643,0.546187,1.216915,18,"Success"
242,"rectum","Poisson","LRM",0.00872282431679713,0.872282,6.04618833213544e-06,0.00245889982149242,0.24589,0.00390338066667199,0.0135422679669223,0.390338,1.354227,18,"Success"
784,"rectum","Poisson","LRM",0.00864100401332098,0.8641,4.32217836227059e-06,0.00207898493555643,0.207898,0.00456619353963037,0.0127158144870116,0.456619,1.271581,18,"Success"
258,"rectum","Poisson","LRM",0.00859275334375689,0.859275,8.34380074139497e-06,0.00288856378523912,0.288856,0.00293116832468821,0.0142543383628256,0.293117,1.425434,18,"Success"
957,"rectum","Poisson","LRM",0.00856694630847591,0.856695,3.59595509880654e-06,0.0018963003714619,0.18963,0.00485019758041059,0.0122836950365412,0.48502,1.22837,18,"Success"
418,"rectum","Poisson","LRM",0.00853381853045249,0.853382,7.13212327141905e-07,0.000844518991581542,0.084452,0.00687856130695267,0.0101890757539523,0.687856,1.018908,18,"Success"
634,"rectum","Poisson","LRM",0.00853252506646763,0.853253,1.51303100701397e-05,0.00388976992509065,0.388977,0.000908576013289965,0.0161564741196453,0.090858,1.615647,18,"Success"
275,"rectum","Poisson","LRM",0.00842763909722747,0.842764,1.73598250938591e-06,0.00131756688990954,0.131757,0.00584520799300477,0.0110100702014502,0.584521,1.101007,18,"Success"
152,"rectum","Poisson","LRM",0.00842175597647196,0.842176,1.02211893317799e-07,0.000319705948205221,0.031971,0.00779513231798973,0.0090483796349542,0.779513,0.904838,18,"Success"
48,"rectum","Poisson","LRM",0.00835054472531673,0.835054,8.81940919999582e-06,0.00296974901296319,0.296975,0.00252983665990889,0.0141712527907246,0.252984,1.417125,18,"Success"
196,"rectum","Poisson","LRM",0.00802783686247067,0.802784,1.31594842633196e-06,0.00114714795311327,0.114715,0.00577942687436867,0.0102762468505727,0.577943,1.027625,18,"Success"
51,"rectum","Poisson","LRM",0.00790351337970784,0.790351,5.8814047195099e-07,0.000766903169866307,0.07669,0.00640038316676988,0.0094066435926458,0.640038,0.940664,18,"Success"
792,"rectum","Poisson","LRM",0.00785107264536988,0.785107,2.79462077875151e-08,0.000167171193055248,0.016717,0.00752341710698159,0.00817872818375817,0.752342,0.817873,18,"Success"
788,"rectum","Poisson","LRM",0.00777703548465664,0.777704,3.05145315973276e-07,0.000552399598092971,0.05524,0.00669433227239442,0.00885973869691887,0.669433,0.885974,18,"Success"
598,"rectum","Poisson","LRM",0.00776606821684747,0.776607,9.48025548189571e-07,0.000973666035244925,0.097367,0.00585768278776741,0.00967445364592752,0.585768,0.967445,18,"Success"
398,"rectum","Poisson","LRM",0.00774739661437606,0.77474,1.37621922969393e-07,0.000370974288825241,0.037097,0.00702028700827859,0.00847450622047354,0.702029,0.847451,18,"Success"
104,"rectum","Poisson","LRM",0.0077181158680901,0.771812,7.23688777062595e-08,0.00026901464217819,0.026901,0.00719084716942084,0.00824538456675935,0.719085,0.824538,18,"Success"
540,"rectum","Poisson","LRM",0.00760565043247867,0.760565,5.92146523275318e-06,0.00243340609696639,0.243341,0.00283617448242456,0.0123751263825328,0.283617,1.237513,18,"Success"
462,"rectum","Poisson","LRM",0.00750984258174817,0.750984,1.42528384840203e-05,0.00377529316530786,0.377529,0.000110267977744759,0.0149094171857516,0.011027,1.490942,18,"Success"
780,"rectum","Poisson","LRM",0.00745762810169712,0.745763,1.9400938588299e-06,0.00139287252066723,0.139287,0.00472759796118934,0.0101876582422049,0.47276,1.018766,18,"Success"
512,"rectum","Poisson","LRM",0.00744493446026996,0.744493,2.33179557252884e-06,0.00152702179831489,0.152702,0.00445197173557278,0.0104378971849671,0.445197,1.04379,18,"Success"
504,"rectum","Poisson","LRM",0.00742159867010004,0.74216,1.15003900256803e-07,0.000339122249722432,0.033912,0.00675691906064408,0.00808627827955601,0.675692,0.808628,18,"Success"
760,"rectum","Poisson","LRM",0.0073607868665916,0.736079,3.31208105095962e-07,0.000575506824543343,0.057551,0.00623279349048665,0.00848878024269655,0.623279,0.848878,18,"Success"
630,"rectum","Poisson","LRM",0.00735611503502845,0.735612,3.21577302609787e-07,0.000567077862916361,0.056708,0.00624464242371239,0.00846758764634452,0.624464,0.846759,18,"Success"
922,"rectum","Poisson","LRM",0.00718389240388243,0.718389,1.28920672662e-08,0.000113543239632309,0.011354,0.00696134765420311,0.00740643715356176,0.696135,0.740644,18,"Success"
928,"rectum","Poisson","LRM",0.00713642936427881,0.713643,5.39199396537164e-07,0.000734301979118376,0.07343,0.00569719748520679,0.00857566124335082,0.56972,0.857566,18,"Success"
931,"rectum","Poisson","LRM",0.00712478756256966,0.712479,5.07693547588687e-09,7.12526173265717e-05,0.007125,0.00698513243260958,0.00726444269252974,0.698513,0.726444,18,"Success"
376,"rectum","Poisson","LRM",0.0070561773721291,0.705618,2.24731682046075e-07,0.000474058732696778,0.047406,0.00612702225604342,0.00798533248821479,0.612702,0.798533,18,"Success"
360,"rectum","Poisson","LRM",0.00704521640947449,0.704522,1.16382527295595e-08,0.000107880733820083,0.010788,0.00683377017118712,0.00725666264776185,0.683377,0.725666,18,"Success"
188,"rectum","Poisson","LRM",0.00699131554899751,0.699132,4.24364723766348e-07,0.000651432823678964,0.065143,0.00571450721458674,0.00826812388340828,0.571451,0.826812,18,"Success"
905,"rectum","Poisson","LRM",0.00690830865076862,0.690831,3.5160975874219e-09,5.92966912012964e-05,0.00593,0.00679208713601408,0.00702453016552316,0.679209,0.702453,18,"Success"
312,"rectum","Poisson","LRM",0.00674031613062527,0.674032,2.60834697019396e-06,0.0016150377612285,0.161504,0.00357484211861741,0.00990579014263312,0.357484,0.990579,18,"Success"
912,"rectum","Poisson","LRM",0.00660645402408036,0.660645,2.07853048186335e-08,0.000144171095642065,0.014417,0.00632387867662191,0.00688902937153881,0.632388,0.688903,18,"Success"
254,"rectum","Poisson","LRM",0.00660055218914574,0.660055,9.33863925304741e-06,0.00305591872487594,0.305592,0.000610951488388891,0.0125901528899026,0.061095,1.259015,17,"Success"
31,"rectum","Poisson","LRM",0.006562249934611,0.656225,2.70300813531371e-07,0.000519904619648037,0.05199,0.00554323688010085,0.00758126298912116,0.554324,0.758126,18,"Success"
480,"rectum","Poisson","LRM",0.00654728993971185,0.654729,1.50192826692547e-06,0.00122553183023758,0.122553,0.0041452475524462,0.0089493323269775,0.414525,0.894933,18,"Success"
474,"rectum","Poisson","LRM",0.00646464620338247,0.646465,2.57585323479724e-06,0.00160494648969903,0.160495,0.00331895108357237,0.00961034132319257,0.331895,0.961034,16,"Success"
8,"rectum","Poisson","LRM",0.00645307451324553,0.645307,4.23417709038859e-07,0.000650705547109335,0.065071,0.00517769164091124,0.00772845738557983,0.517769,0.772846,18,"Success"
170,"rectum","Poisson","LRM",0.00621376655172302,0.621377,4.96677993798048e-08,0.000222862736633572,0.022286,0.00577695558792122,0.00665057751552482,0.577696,0.665058,18,"Success"
954,"rectum","Poisson","LRM",0.00614203009478186,0.614203,3.28955231980629e-06,0.00181371230348319,0.181371,0.00258715397995482,0.00969690620960891,0.258715,0.969691,18,"Success"
729,"rectum","Poisson","LRM",0.00603659327882647,0.603659,1.64612137469789e-07,0.00040572421356112,0.040572,0.00524137382024667,0.00683181273740626,0.524137,0.683181,18,"Success"
417,"rectum","Poisson","LRM",0.00590034696662605,0.590035,4.66553513219028e-07,0.000683047226199644,0.068305,0.00456157440327475,0.00723911952997735,0.456157,0.723912,18,"Success"
840,"rectum","Poisson","LRM",0.00585744644619605,0.585745,3.1807052894604e-09,5.63977418826357e-05,0.00564,0.00574690687210608,0.00596798602028601,0.574691,0.596799,18,"Success"
316,"rectum","Poisson","LRM",0.00538484660934461,0.538485,6.30641033373452e-06,0.00251125672397995,0.251126,0.000462783430343902,0.0103069097883453,0.046278,1.030691,18,"Success"
364,"rectum","Poisson","LRM",0.00525565089210369,0.525565,3.51925828778189e-08,0.00018759686265452,0.01876,0.00488796104130083,0.00562334074290655,0.488796,0.562334,18,"Success"
400,"rectum","Poisson","LRM",0.00519852829545398,0.519853,4.82058915290188e-07,0.000694304627155968,0.06943,0.00383769122622828,0.00655936536467968,0.383769,0.655937,18,"Success"
626,"rectum","Poisson","LRM",0.00514605621803569,0.514606,3.17927998581308e-06,0.00178305355663061,0.178305,0.00165127124703968,0.00864084118903169,0.165127,0.864084,18,"Success"
716,"rectum","Poisson","LRM",0.00512630749777754,0.512631,2.65495463208975e-07,0.000515262518730962,0.051526,0.00411639296106485,0.00613622203449022,0.411639,0.613622,18,"Success"
232,"rectum","Poisson","LRM",0.00511093568686418,0.511094,1.01235848220569e-06,0.00100616026666018,0.100616,0.00313886156421022,0.00708300980951814,0.313886,0.708301,18,"Success"
706,"rectum","Poisson","LRM",0.00510789992632653,0.51079,3.06758432173543e-07,0.000553857772513434,0.055386,0.0040223386922002,0.00619346116045286,0.402234,0.619346,18,"Success"
591,"rectum","Poisson","LRM",0.00503841260345895,0.503841,5.57856645529628e-07,0.000746898015481115,0.07469,0.00357449249311597,0.00650233271380194,0.357449,0.650233,18,"Success"
862,"rectum","Poisson","LRM",0.00493541693033423,0.493542,6.55664897070118e-08,0.000256059543284393,0.025606,0.00443354022549682,0.00543729363517164,0.443354,0.543729,18,"Success"
548,"rectum","Poisson","LRM",0.00478769156415293,0.478769,3.7047866935274e-06,0.00192478224574298,0.192478,0.00101511836249668,0.00856026476580917,0.101512,0.856026,18,"Success"
422,"rectum","Poisson","LRM",0.0047814448418946,0.478144,2.6919548351704e-07,0.00051884051838406,0.051884,0.00376451742586184,0.00579837225792736,0.376452,0.579837,18,"Success"
44,"rectum","Poisson","LRM",0.00474968465936175,0.474968,1.7239639500396e-06,0.00131299807693675,0.1313,0.00217620842856573,0.00732316089015778,0.217621,0.732316,18,"Success"
496,"rectum","Poisson","LRM",0.00467558392630938,0.467558,1.0949813122243e-06,0.00104641354742009,0.104641,0.002624613373366,0.00672655447925275,0.262461,0.672655,18,"Success"
192,"rectum","Poisson","LRM",0.00466070651573155,0.466071,8.13881261384603e-08,0.000285286042663255,0.028529,0.00410154587211157,0.00521986715935153,0.410155,0.521987,18,"Success"
915,"rectum","Poisson","LRM",0.00463903442372071,0.463903,3.17872179510693e-08,0.000178289702313592,0.017829,0.00428958660718607,0.00498848224025535,0.428959,0.498848,18,"Success"
204,"rectum","Poisson","LRM",0.00460753472855794,0.460753,3.95344920974091e-07,0.00062876459901468,0.062876,0.00337515611448917,0.00583991334262671,0.337516,0.583991,18,"Success"
404,"rectum","Poisson","LRM",0.00459767274572365,0.459767,5.45690269500183e-08,0.000233600143300509,0.02336,0.00413981646485466,0.00505552902659265,0.413982,0.505553,18,"Success"
466,"rectum","Poisson","LRM",0.004514599807451,0.45146,1.84807605522464e-07,0.000429892551136286,0.042989,0.00367201040722388,0.00535718920767812,0.367201,0.535719,18,"Success"
108,"rectum","Poisson","LRM",0.00451139372679546,0.451139,4.47838148998862e-07,0.000669207104713378,0.066921,0.00319974780155724,0.00582303965203368,0.319975,0.582304,18,"Success"
450,"rectum","Poisson","LRM",0.00450615527803248,0.450616,1.69682401521292e-07,0.000411925237781435,0.041193,0.00369878181198087,0.00531352874408409,0.369878,0.531353,18,"Success"
218,"rectum","Poisson","LRM",0.00447632959890595,0.447633,1.23402845560484e-07,0.000351287411616875,0.035129,0.00378780627213688,0.00516485292567503,0.378781,0.516485,18,"Success"
300,"rectum","Poisson","LRM",0.00447527055736209,0.447527,4.64291156811025e-08,0.000215474164764833,0.021547,0.00405294119442302,0.00489759992030116,0.405294,0.48976,18,"Success"
368,"rectum","Poisson","LRM",0.00442980318669599,0.44298,1.11341051600635e-07,0.000333678065806901,0.033368,0.00377579417771446,0.00508381219567752,0.377579,0.508381,18,"Success"
414,"rectum","Poisson","LRM",0.00441950757959218,0.441951,1.01765108556845e-06,0.00100878693764762,0.100879,0.00244228518180285,0.00639672997738151,0.244229,0.639673,18,"Success"
352,"rectum","Poisson","LRM",0.00439977931542051,0.439978,2.49872108490369e-06,0.00158073434988416,0.158073,0.00130153998964755,0.00749801864119346,0.130154,0.749802,15,"Success"
984,"rectum","Poisson","LRM",0.00438313633402198,0.438314,4.0986244023384e-09,6.40204998601104e-05,0.006402,0.00425765615429616,0.0045086165137478,0.425766,0.450862,18,"Success"
231,"rectum","Poisson","LRM",0.00437012510237534,0.437013,2.71175031087734e-08,0.000164673929657288,0.016467,0.00404736420024706,0.00469288600450363,0.404736,0.469289,18,"Success"
710,"rectum","Poisson","LRM",0.00434999332842794,0.434999,2.92494074821689e-08,0.00017102458151438,0.017102,0.00401478514865975,0.00468520150819612,0.401479,0.46852,18,"Success"
144,"rectum","Poisson","LRM",0.00428286836300196,0.428287,5.11046052040222e-08,0.000226063276991249,0.022606,0.00383978434009911,0.00472595238590481,0.383978,0.472595,18,"Success"
795,"rectum","Poisson","LRM",0.00427029422294092,0.427029,4.21671887515608e-07,0.000649362677950934,0.064936,0.00299754337415709,0.00554304507172475,0.299754,0.554305,18,"Success"
32,"rectum","Poisson","LRM",0.00424770518166019,0.424771,2.00014090694941e-08,0.000141426337962538,0.014143,0.00397050955925362,0.00452490080406677,0.397051,0.45249,18,"Success"
834,"rectum","Poisson","LRM",0.00424425632581324,0.424426,7.16579402369147e-08,0.000267690007727062,0.026769,0.0037195839106682,0.00476892874095828,0.371958,0.476893,18,"Success"
913,"rectum","Poisson","LRM",0.004228805672234,0.422881,2.59752623217821e-08,0.000161168428427475,0.016117,0.00391291555251615,0.00454469579195185,0.391292,0.45447,18,"Success"
728,"rectum","Poisson","LRM",0.00421339165511978,0.421339,5.1661767283479e-07,0.000718761207102046,0.071876,0.00280461968919977,0.00562216362103979,0.280462,0.562216,18,"Success"
894,"rectum","Poisson","LRM",0.00420408214626075,0.420408,3.30269282016842e-07,0.000574690596770855,0.057469,0.00307768857658987,0.00533047571593163,0.307769,0.533048,18,"Success"
910,"rectum","Poisson","LRM",0.00419759556430009,0.41976,7.84654621938188e-09,8.85807327774041e-05,0.008858,0.00402397732805638,0.0043712138005438,0.402398,0.437121,18,"Success"
662,"rectum","Poisson","LRM",0.00415791982801508,0.415792,5.8589055093159e-06,0.00242051761185824,0.242052,0,0.00890213434725723,0,0.890213,18,"Success"
600,"rectum","Poisson","LRM",0.00415132828807586,0.415133,2.93303787453418e-07,0.000541575283274097,0.054158,0.00308984073285863,0.00521281584329309,0.308984,0.521282,18,"Success"
558,"rectum","Poisson","LRM",0.00404672220081081,0.404672,4.13469427394678e-07,0.000643015884247566,0.064302,0.00278641106768558,0.00530703333393604,0.278641,0.530703,18,"Success"
64,"rectum","Poisson","LRM",0.00404633886016145,0.404634,1.9676953790859e-06,0.00140274565730424,0.140275,0.00129695737184514,0.00679572034847775,0.129696,0.679572,18,"Success"
516,"rectum","Poisson","LRM",0.00397788020725577,0.397788,9.06725897339835e-07,0.000952221558955601,0.095222,0.0021115259517028,0.00584423446280875,0.211153,0.584423,18,"Success"
