"ISOcode","AgeStart","AgeEnd","Ri"
96,35,39,2
96,40,44,4
96,45,49,6
96,50,54,9
96,55,59,10
96,60,64,11
96,65,69,11
96,70,74,8
96,75,79,5
96,80,84,4
96,85,999,3
100,0,4,0
100,5,9,0
100,10,14,1
100,15,19,1
100,20,24,1
100,25,29,2
100,30,34,5
100,35,39,13
100,40,44,23
100,45,49,62
100,50,54,123
100,55,59,219
100,60,64,393
100,65,69,576
100,70,74,670
100,75,79,549
100,80,84,355
100,85,999,263
104,0,4,0
104,5,9,0
104,10,14,0
104,15,19,46
104,20,24,25
104,25,29,24
104,30,34,38
104,35,39,70
104,40,44,126
104,45,49,203
104,50,54,290
104,55,59,361
104,60,64,405
104,65,69,414
104,70,74,332
104,75,79,218
104,80,84,136
104,85,999,82
108,0,4,0
108,5,9,0
108,10,14,0
108,15,19,1
108,20,24,3
108,25,29,6
108,30,34,9
108,35,39,8
108,40,44,8
108,45,49,10
108,50,54,13
108,55,59,18
108,60,64,23
108,65,69,22
108,70,74,14
108,75,79,8
108,80,84,5
108,85,999,3
112,0,4,0
112,5,9,0
112,10,14,0
112,15,19,1
112,20,24,4
112,25,29,4
112,30,34,9
112,35,39,21
112,40,44,50
112,45,49,88
112,50,54,161
112,55,59,313
112,60,64,566
112,65,69,718
112,70,74,680
112,75,79,383
112,80,84,335
112,85,999,272
116,0,4,0
116,5,9,0
116,10,14,0
116,15,19,1
116,20,24,3
116,25,29,7
116,30,34,20
116,35,39,57
116,40,44,67
116,45,49,71
116,50,54,104
116,55,59,116
116,60,64,124
116,65,69,130
116,70,74,117
116,75,79,80
116,80,84,49
116,85,999,30
120,0,4,0
120,5,9,0
120,10,14,1
120,15,19,1
120,20,24,13
120,25,29,20
120,30,34,9
120,35,39,22
120,40,44,37
120,45,49,49
120,50,54,63
120,55,59,70
120,60,64,62
120,65,69,47
120,70,74,35
120,75,79,21
120,80,84,11
120,85,999,4
124,0,4,0
124,5,9,0
124,10,14,16
124,15,19,19
124,20,24,13
124,25,29,39
124,30,34,91
124,35,39,178
124,40,44,265
124,45,49,405
124,50,54,635
124,55,59,1067
124,60,64,1702
124,65,69,2169
124,70,74,2425
124,75,79,2320
124,80,84,1863
124,85,999,2292
132,0,4,0
132,5,9,0
132,10,14,0
132,15,19,0
132,20,24,0
132,25,29,0
132,30,34,1
132,35,39,0
132,40,44,4
132,45,49,1
132,50,54,3
132,55,59,4
132,60,64,3
132,65,69,2
132,70,74,0
132,75,79,0
132,80,84,0
132,85,999,1
140,0,4,0
140,5,9,0
140,10,14,2
140,15,19,1
140,20,24,2
140,25,29,3
140,30,34,4
140,35,39,5
140,40,44,6
140,45,49,7
140,50,54,7
140,55,59,6
140,60,64,6
140,65,69,5
140,70,74,5
140,75,79,5
140,80,84,4
140,85,999,2
144,0,4,0
144,5,9,0
144,10,14,1
144,15,19,3
144,20,24,2
144,25,29,1
144,30,34,8
144,35,39,13
144,40,44,30
144,45,49,52
144,50,54,77
144,55,59,109
144,60,64,148
144,65,69,177
144,70,74,190
144,75,79,150
144,80,84,81
144,85,999,59
148,0,4,0
148,5,9,0
148,10,14,9
148,15,19,16
148,20,24,9
148,25,29,31
148,30,34,10
148,35,39,9
148,40,44,1
148,45,49,2
148,50,54,9
148,55,59,8
148,60,64,2
148,65,69,0
148,70,74,9
148,75,79,0
148,80,84,0
148,85,999,0
152,0,4,0
152,5,9,0
152,10,14,0
152,15,19,0
152,20,24,14
152,25,29,12
152,30,34,2
152,35,39,24
152,40,44,65
152,45,49,134
152,50,54,240
152,55,59,398
152,60,64,561
152,65,69,673
152,70,74,668
152,75,79,621
152,80,84,546
152,85,999,712
156,0,4,0
156,5,9,0
156,10,14,106
156,15,19,160
156,20,24,317
156,25,29,931
156,30,34,2370
156,35,39,3530
156,40,44,5385
156,45,49,10605
156,50,54,23509
156,55,59,29540
156,60,64,30433
156,65,69,46636
156,70,74,41851
156,75,79,31326
156,80,84,24166
156,85,999,18566
170,0,4,0
170,5,9,0
170,10,14,2
170,15,19,12
170,20,24,61
170,25,29,17
170,30,34,33
170,35,39,109
170,40,44,215
170,45,49,355
170,50,54,558
170,55,59,822
170,60,64,986
170,65,69,1074
170,70,74,1053
170,75,79,888
170,80,84,703
170,85,999,765
174,0,4,0
174,5,9,0
174,10,14,0
174,15,19,0
174,20,24,0
174,25,29,0
174,30,34,0
174,35,39,0
174,40,44,0
174,45,49,0
174,50,54,1
174,55,59,2
174,60,64,2
174,65,69,2
174,70,74,2
174,75,79,0
174,80,84,0
174,85,999,0
178,0,4,0
178,5,9,0
178,10,14,0
178,15,19,0
178,20,24,1
178,25,29,1
178,30,34,2
178,35,39,2
178,40,44,6
178,45,49,10
178,50,54,11
178,55,59,12
178,60,64,7
178,65,69,5
178,70,74,4
178,75,79,3
178,80,84,2
178,85,999,1
180,0,4,0
180,5,9,0
180,10,14,13
180,15,19,14
180,20,24,24
180,25,29,38
180,30,34,58
180,35,39,52
180,40,44,64
180,45,49,84
180,50,54,105
180,55,59,127
180,60,64,142
180,65,69,140
180,70,74,122
180,75,79,90
180,80,84,53
180,85,999,29
188,0,4,0
188,5,9,0
188,10,14,0
188,15,19,0
188,20,24,2
188,25,29,3
188,30,34,5
188,35,39,8
188,40,44,16
188,45,49,25
188,50,54,38
188,55,59,63
188,60,64,89
188,65,69,106
188,70,74,118
188,75,79,109
188,80,84,84
188,85,999,93
191,0,4,0
191,5,9,0
191,10,14,0
191,15,19,0
191,20,24,2
191,25,29,3
191,30,34,6
191,35,39,10
191,40,44,28
191,45,49,50
191,50,54,89
191,55,59,185
191,60,64,304
191,65,69,428
191,70,74,455
191,75,79,367
191,80,84,346
191,85,999,314
192,0,4,0
192,5,9,0
192,10,14,0
192,15,19,15
192,20,24,1
192,25,29,0
192,30,34,0
192,35,39,5
192,40,44,21
192,45,49,71
192,50,54,186
192,55,59,363
192,60,64,436
192,65,69,499
192,70,74,607
192,75,79,613
192,80,84,534
192,85,999,588
196,0,4,0
196,5,9,0
196,10,14,0
196,15,19,0
196,20,24,0
196,25,29,0
196,30,34,1
196,35,39,4
196,40,44,8
196,45,49,12
196,50,54,20
196,55,59,30
196,60,64,44
196,65,69,55
196,70,74,63
196,75,79,63
196,80,84,52
196,85,999,49
203,0,4,0
203,5,9,0
203,10,14,5
203,15,19,6
203,20,24,10
203,25,29,18
203,30,34,14
203,35,39,29
203,40,44,53
203,45,49,114
203,50,54,178
203,55,59,297
203,60,64,450
203,65,69,716
203,70,74,862
203,75,79,780
203,80,84,522
203,85,999,465
204,0,4,0
204,5,9,0
204,10,14,0
204,15,19,4
204,20,24,6
204,25,29,6
204,30,34,15
204,35,39,15
204,40,44,18
204,45,49,20
204,50,54,23
204,55,59,26
204,60,64,29
204,65,69,32
204,70,74,33
204,75,79,30
204,80,84,22
204,85,999,14
208,0,4,0
208,5,9,0
208,10,14,2
208,15,19,2
208,20,24,2
208,25,29,7
208,30,34,12
208,35,39,15
208,40,44,30
208,45,49,68
208,50,54,160
208,55,59,339
208,60,64,495
208,65,69,687
208,70,74,847
208,75,79,947
208,80,84,640
208,85,999,561
214,0,4,0
214,5,9,0
214,10,14,0
214,15,19,4
214,20,24,6
214,25,29,7
214,30,34,17
214,35,39,36
214,40,44,58
214,45,49,86
214,50,54,120
214,55,59,177
214,60,64,219
214,65,69,230
214,70,74,201
214,75,79,151
214,80,84,112
214,85,999,122
218,0,4,0
218,5,9,0
218,10,14,1
218,15,19,4
218,20,24,8
218,25,29,20
218,30,34,15
218,35,39,28
218,40,44,52
218,45,49,83
218,50,54,124
218,55,59,161
218,60,64,190
218,65,69,219
218,70,74,225
218,75,79,218
218,80,84,197
218,85,999,229
222,0,4,0
222,5,9,0
222,10,14,0
222,15,19,1
222,20,24,3
222,25,29,6
222,30,34,7
222,35,39,9
222,40,44,14
222,45,49,21
222,50,54,29
222,55,59,38
222,60,64,49
222,65,69,59
222,70,74,67
222,75,79,74
222,80,84,74
222,85,999,80
226,0,4,0
226,5,9,0
226,10,14,0
226,15,19,0
226,20,24,2
226,25,29,2
226,30,34,2
226,35,39,3
226,40,44,3
226,45,49,3
226,50,54,3
226,55,59,4
226,60,64,5
226,65,69,2
226,70,74,0
226,75,79,0
226,80,84,0
226,85,999,0
231,0,4,0
231,5,9,0
231,10,14,0
231,15,19,16
231,20,24,91
231,25,29,102
231,30,34,140
231,35,39,196
231,40,44,253
231,45,49,358
231,50,54,422
231,55,59,440
231,60,64,453
231,65,69,388
231,70,74,281
231,75,79,206
231,80,84,98
231,85,999,42
232,0,4,0
232,5,9,0
232,10,14,1
232,15,19,2
232,20,24,2
232,25,29,2
232,30,34,4
232,35,39,6
232,40,44,6
232,45,49,8
232,50,54,8
232,55,59,8
232,60,64,9
232,65,69,9
232,70,74,9
232,75,79,7
232,80,84,4
232,85,999,2
233,0,4,0
233,5,9,0
233,10,14,0
233,15,19,0
233,20,24,0
233,25,29,1
233,30,34,2
233,35,39,4
233,40,44,7
233,45,49,12
233,50,54,22
233,55,59,37
233,60,64,67
233,65,69,97
233,70,74,119
233,75,79,99
233,80,84,111
233,85,999,111
242,0,4,0
242,5,9,0
242,10,14,0
242,15,19,0
242,20,24,1
242,25,29,0
242,30,34,0
242,35,39,2
242,40,44,1
242,45,49,3
242,50,54,5
242,55,59,5
242,60,64,7
242,65,69,5
242,70,74,7
242,75,79,7
242,80,84,3
242,85,999,3
246,0,4,0
246,5,9,0
246,10,14,1
246,15,19,2
246,20,24,1
246,25,29,3
246,30,34,9
246,35,39,18
246,40,44,27
246,45,49,44
246,50,54,74
246,55,59,135
246,60,64,218
246,65,69,326
246,70,74,450
246,75,79,451
246,80,84,379
246,85,999,431
250,0,4,0
250,5,9,0
250,10,14,35
250,15,19,22
250,20,24,53
250,25,29,13
250,30,34,87
250,35,39,236
250,40,44,401
250,45,49,696
250,50,54,1189
250,55,59,1905
250,60,64,3114
250,65,69,4361
250,70,74,5591
250,75,79,5009
250,80,84,4145
250,85,999,6184
254,0,4,0
254,5,9,0
254,10,14,0
254,15,19,0
254,20,24,0
254,25,29,0
254,30,34,0
254,35,39,0
254,40,44,0
254,45,49,2
254,50,54,4
254,55,59,4
254,60,64,5
254,65,69,4
254,70,74,5
254,75,79,4
254,80,84,3
254,85,999,2
258,0,4,0
258,5,9,0
258,10,14,0
258,15,19,0
258,20,24,0
258,25,29,0
258,30,34,0
258,35,39,0
258,40,44,0
258,45,49,2
258,50,54,2
258,55,59,3
258,60,64,4
258,65,69,4
258,70,74,4
258,75,79,3
258,80,84,3
258,85,999,2
262,0,4,0
262,5,9,0
262,10,14,0
262,15,19,0
262,20,24,0
262,25,29,0
262,30,34,2
262,35,39,2
262,40,44,2
262,45,49,4
262,50,54,4
262,55,59,4
262,60,64,3
262,65,69,3
262,70,74,3
262,75,79,2
262,80,84,2
262,85,999,0
266,0,4,0
266,5,9,0
266,10,14,0
266,15,19,0
266,20,24,2
266,25,29,3
266,30,34,2
266,35,39,5
266,40,44,6
266,45,49,8
266,50,54,9
266,55,59,10
266,60,64,11
266,65,69,5
266,70,74,2
266,75,79,1
266,80,84,1
266,85,999,0
268,0,4,0
268,5,9,0
268,10,14,0
268,15,19,0
268,20,24,0
268,25,29,2
268,30,34,2
268,35,39,3
268,40,44,2
268,45,49,10
268,50,54,23
268,55,59,52
268,60,64,89
268,65,69,108
268,70,74,98
268,75,79,65
268,80,84,54
268,85,999,41
270,0,4,0
270,5,9,0
270,10,14,0
270,15,19,0
270,20,24,1
270,25,29,1
270,30,34,0
270,35,39,3
270,40,44,2
270,45,49,2
270,50,54,1
270,55,59,2
270,60,64,1
270,65,69,1
270,70,74,0
270,75,79,0
270,80,84,0
270,85,999,0
275,0,4,0
275,5,9,0
275,10,14,0
275,15,19,2
275,20,24,3
275,25,29,5
275,30,34,5
275,35,39,9
275,40,44,17
275,45,49,26
275,50,54,35
275,55,59,46
275,60,64,50
275,65,69,49
275,70,74,48
275,75,79,36
275,80,84,20
275,85,999,11
276,0,4,0
276,5,9,0
276,10,14,16
276,15,19,19
276,20,24,36
276,25,29,45
276,30,34,47
276,35,39,64
276,40,44,201
276,45,49,424
276,50,54,939
276,55,59,1838
276,60,64,2899
276,65,69,3975
276,70,74,5512
276,75,79,5790
276,80,84,8036
276,85,999,8075
288,0,4,0
288,5,9,0
288,10,14,0
288,15,19,0
288,20,24,0
288,25,29,8
288,30,34,12
288,35,39,12
288,40,44,12
288,45,49,12
288,50,54,11
288,55,59,22
288,60,64,36
288,65,69,46
288,70,74,48
288,75,79,38
288,80,84,21
288,85,999,11
300,0,4,0
300,5,9,0
300,10,14,1
300,15,19,2
300,20,24,3
300,25,29,2
300,30,34,6
300,35,39,11
300,40,44,59
300,45,49,132
300,50,54,245
300,55,59,378
300,60,64,569
300,65,69,825
300,70,74,1076
300,75,79,1132
300,80,84,1010
300,85,999,1123
312,0,4,0
312,5,9,0
312,10,14,0
312,15,19,0
312,20,24,0
312,25,29,0
312,30,34,0
312,35,39,1
312,40,44,2
312,45,49,5
312,50,54,9
312,55,59,14
312,60,64,18
312,65,69,21
312,70,74,22
312,75,79,18
312,80,84,13
312,85,999,15
316,0,4,0
316,5,9,0
316,10,14,0
316,15,19,0
316,20,24,0
316,25,29,0
316,30,34,0
316,35,39,0
316,40,44,0
316,45,49,2
316,50,54,2
316,55,59,2
316,60,64,3
316,65,69,2
316,70,74,5
316,75,79,4
316,80,84,4
316,85,999,3
320,0,4,0
320,5,9,0
320,10,14,0
320,15,19,4
320,20,24,5
320,25,29,15
320,30,34,16
320,35,39,18
320,40,44,26
320,45,49,35
320,50,54,45
320,55,59,57
320,60,64,80
320,65,69,105
320,70,74,110
320,75,79,101
320,80,84,91
320,85,999,100
324,0,4,0
324,5,9,0
324,10,14,0
324,15,19,0
324,20,24,2
324,25,29,2
324,30,34,3
324,35,39,7
324,40,44,8
324,45,49,9
324,50,54,11
324,55,59,13
324,60,64,7
324,65,69,7
324,70,74,5
324,75,79,3
324,80,84,3
324,85,999,1
328,0,4,0
328,5,9,0
328,10,14,0
328,15,19,0
328,20,24,0
328,25,29,2
328,30,34,1
328,35,39,1
328,40,44,3
328,45,49,1
328,50,54,4
328,55,59,6
328,60,64,6
328,65,69,10
328,70,74,8
328,75,79,7
328,80,84,10
328,85,999,7
332,0,4,0
332,5,9,0
332,10,14,0
332,15,19,5
332,20,24,7
332,25,29,11
332,30,34,13
332,35,39,37
332,40,44,48
332,45,49,46
332,50,54,43
332,55,59,33
332,60,64,33
332,65,69,64
332,70,74,107
332,75,79,139
332,80,84,142
332,85,999,138
340,0,4,0
340,5,9,0
340,10,14,0
340,15,19,0
340,20,24,5
340,25,29,6
340,30,34,6
340,35,39,6
340,40,44,11
340,45,49,20
340,50,54,29
340,55,59,37
340,60,64,44
340,65,69,51
340,70,74,49
340,75,79,36
340,80,84,26
340,85,999,25
348,0,4,0
348,5,9,0
348,10,14,3
348,15,19,2
348,20,24,5
348,25,29,6
348,30,34,10
348,35,39,19
348,40,44,48
348,45,49,154
348,50,54,288
348,55,59,438
348,60,64,705
348,65,69,1149
348,70,74,1120
348,75,79,912
348,80,84,659
348,85,999,548
352,0,4,0
352,5,9,0
352,10,14,0
352,15,19,0
352,20,24,0
352,25,29,0
352,30,34,0
352,35,39,1
352,40,44,2
352,45,49,5
352,50,54,7
352,55,59,12
352,60,64,16
352,65,69,22
352,70,74,28
352,75,79,26
352,80,84,18
352,85,999,20
356,0,4,0
356,5,9,0
356,10,14,34
356,15,19,89
356,20,24,254
356,25,29,404
356,30,34,840
356,35,39,1093
356,40,44,1650
356,45,49,2402
356,50,54,3224
356,55,59,4118
356,60,64,4900
356,65,69,5209
356,70,74,4238
356,75,79,2796
356,80,84,1701
356,85,999,1094
360,0,4,0
360,5,9,0
360,10,14,22
360,15,19,67
360,20,24,75
360,25,29,275
360,30,34,220
360,35,39,443
360,40,44,888
360,45,49,1453
360,50,54,2132
360,55,59,2479
360,60,64,2754
360,65,69,2583
360,70,74,2068
360,75,79,1539
360,80,84,1032
360,85,999,663
364,0,4,0
364,5,9,0
364,10,14,8
364,15,19,11
364,20,24,62
364,25,29,49
364,30,34,136
364,35,39,345
364,40,44,543
364,45,49,694
364,50,54,917
364,55,59,1132
364,60,64,1273
364,65,69,1274
364,70,74,982
364,75,79,649
364,80,84,408
364,85,999,296
368,0,4,0
368,5,9,0
368,10,14,0
368,15,19,18
368,20,24,25
368,25,29,27
368,30,34,46
368,35,39,73
368,40,44,106
368,45,49,145
368,50,54,178
368,55,59,189
368,60,64,168
368,65,69,178
368,70,74,136
368,75,79,83
368,80,84,51
368,85,999,26
372,0,4,0
372,5,9,0
372,10,14,3
372,15,19,3
372,20,24,4
372,25,29,4
372,30,34,6
372,35,39,13
372,40,44,27
372,45,49,50
372,50,54,86
372,55,59,133
372,60,64,204
372,65,69,266
372,70,74,306
372,75,79,321
372,80,84,229
372,85,999,250
376,0,4,0
376,5,9,0
376,10,14,3
376,15,19,5
376,20,24,11
376,25,29,5
376,30,34,12
376,35,39,33
376,40,44,65
376,45,49,106
376,50,54,144
376,55,59,198
376,60,64,250
376,65,69,272
376,70,74,302
376,75,79,285
376,80,84,254
376,85,999,428
380,0,4,0
380,5,9,0
380,10,14,11
380,15,19,18
380,20,24,22
380,25,29,31
380,30,34,46
380,35,39,98
380,40,44,288
380,45,49,713
380,50,54,1284
380,55,59,2193
380,60,64,3170
380,65,69,4644
380,70,74,6402
380,75,79,6471
380,80,84,6326
380,85,999,6837
384,0,4,0
384,5,9,0
384,10,14,0
384,15,19,3
384,20,24,3
384,25,29,23
384,30,34,16
384,35,39,27
384,40,44,44
384,45,49,63
384,50,54,88
384,55,59,106
384,60,64,101
384,65,69,82
384,70,74,59
384,75,79,39
384,80,84,21
384,85,999,8
388,0,4,0
388,5,9,0
388,10,14,0
388,15,19,0
388,20,24,0
388,25,29,7
388,30,34,6
388,35,39,9
388,40,44,15
388,45,49,25
388,50,54,41
388,55,59,56
388,60,64,69
388,65,69,76
388,70,74,79
388,75,79,75
388,80,84,62
388,85,999,70
392,0,4,0
392,5,9,0
392,10,14,5
392,15,19,10
392,20,24,61
392,25,29,137
392,30,34,23
392,35,39,167
392,40,44,692
392,45,49,1857
392,50,54,3392
392,55,59,4797
392,60,64,6886
392,65,69,10492
392,70,74,15676
392,75,79,16930
392,80,84,14683
392,85,999,20414
398,0,4,0
398,5,9,0
398,10,14,0
398,15,19,0
398,20,24,2
398,25,29,12
398,30,34,18
398,35,39,11
398,40,44,31
398,45,49,68
398,50,54,119
398,55,59,244
398,60,64,358
398,65,69,387
398,70,74,286
398,75,79,159
398,80,84,126
398,85,999,59
400,0,4,0
400,5,9,0
400,10,14,0
400,15,19,2
400,20,24,10
400,25,29,6
400,30,34,17
400,35,39,39
400,40,44,65
400,45,49,93
400,50,54,121
400,55,59,134
400,60,64,122
400,65,69,98
400,70,74,81
400,75,79,64
400,80,84,39
400,85,999,22
404,0,4,0
404,5,9,0
404,10,14,2
404,15,19,10
404,20,24,18
404,25,29,52
404,30,34,20
404,35,39,42
404,40,44,94
404,45,49,148
404,50,54,202
404,55,59,253
404,60,64,294
404,65,69,275
404,70,74,173
404,75,79,109
404,80,84,67
404,85,999,46
408,0,4,0
408,5,9,0
408,10,14,0
408,15,19,1
408,20,24,4
408,25,29,27
408,30,34,9
408,35,39,23
408,40,44,57
408,45,49,141
408,50,54,308
408,55,59,399
408,60,64,539
408,65,69,499
408,70,74,449
408,75,79,481
408,80,84,293
408,85,999,146
410,0,4,0
410,5,9,0
410,10,14,2
410,15,19,3
410,20,24,11
410,25,29,62
410,30,34,21
410,35,39,83
410,40,44,266
410,45,49,578
410,50,54,1075
410,55,59,1682
410,60,64,2411
410,65,69,2717
410,70,74,2574
410,75,79,2398
410,80,84,1993
410,85,999,1769
414,0,4,0
414,5,9,0
414,10,14,0
414,15,19,0
414,20,24,1
414,25,29,2
414,30,34,2
414,35,39,6
414,40,44,16
414,45,49,28
414,50,54,42
414,55,59,48
414,60,64,52
414,65,69,47
414,70,74,25
414,75,79,14
414,80,84,8
414,85,999,3
417,0,4,0
417,5,9,0
417,10,14,0
417,15,19,1
417,20,24,2
417,25,29,3
417,30,34,4
417,35,39,3
417,40,44,4
417,45,49,7
417,50,54,12
417,55,59,22
417,60,64,37
417,65,69,42
417,70,74,32
417,75,79,15
417,80,84,10
417,85,999,10
418,0,4,0
418,5,9,0
418,10,14,1
418,15,19,3
418,20,24,5
418,25,29,8
418,30,34,11
418,35,39,17
418,40,44,24
418,45,49,33
418,50,54,42
418,55,59,54
418,60,64,63
418,65,69,61
418,70,74,46
418,75,79,33
418,80,84,21
418,85,999,13
422,0,4,0
422,5,9,0
422,10,14,1
422,15,19,0
422,20,24,3
422,25,29,4
422,30,34,6
422,35,39,21
422,40,44,39
422,45,49,56
422,50,54,70
422,55,59,84
422,60,64,89
422,65,69,95
422,70,74,89
422,75,79,66
422,80,84,52
422,85,999,50
426,0,4,0
426,5,9,0
426,10,14,0
426,15,19,0
426,20,24,1
426,25,29,0
426,30,34,1
426,35,39,0
426,40,44,2
426,45,49,4
426,50,54,6
426,55,59,6
426,60,64,7
426,65,69,7
426,70,74,8
426,75,79,7
426,80,84,4
426,85,999,3
428,0,4,0
428,5,9,0
428,10,14,0
428,15,19,0
428,20,24,0
428,25,29,0
428,30,34,1
428,35,39,1
428,40,44,4
428,45,49,10
428,50,54,20
428,55,59,34
428,60,64,66
428,65,69,90
428,70,74,110
428,75,79,97
428,80,84,100
428,85,999,83
430,0,4,0
