"ISOcode","AgeStart","AgeEnd","Di"
96,40,44,0
96,45,49,1
96,50,54,3
96,55,59,4
96,60,64,4
96,65,69,6
96,70,74,3
96,75,79,3
96,80,84,6
96,85,999,6
100,0,4,0
100,5,9,0
100,10,14,0
100,15,19,0
100,20,24,0
100,25,29,0
100,30,34,2
100,35,39,4
100,40,44,12
100,45,49,33
100,50,54,64
100,55,59,107
100,60,64,182
100,65,69,271
100,70,74,358
100,75,79,349
100,80,84,282
100,85,999,275
104,0,4,0
104,5,9,0
104,10,14,0
104,15,19,0
104,20,24,4
104,25,29,9
104,30,34,21
104,35,39,35
104,40,44,55
104,45,49,92
104,50,54,136
104,55,59,171
104,60,64,204
104,65,69,241
104,70,74,224
104,75,79,171
104,80,84,121
104,85,999,82
108,0,4,0
108,5,9,0
108,10,14,0
108,15,19,0
108,20,24,1
108,25,29,5
108,30,34,6
108,35,39,6
108,40,44,4
108,45,49,6
108,50,54,9
108,55,59,13
108,60,64,19
108,65,69,19
108,70,74,13
108,75,79,8
108,80,84,5
108,85,999,3
112,0,4,0
112,5,9,0
112,10,14,0
112,15,19,0
112,20,24,1
112,25,29,1
112,30,34,1
112,35,39,10
112,40,44,6
112,45,49,27
112,50,54,59
112,55,59,120
112,60,64,218
112,65,69,285
112,70,74,301
112,75,79,198
112,80,84,207
112,85,999,210
116,0,4,0
116,5,9,0
116,10,14,0
116,15,19,0
116,20,24,1
116,25,29,2
116,30,34,11
116,35,39,31
116,40,44,33
116,45,49,31
116,50,54,49
116,55,59,56
116,60,64,62
116,65,69,72
116,70,74,78
116,75,79,62
116,80,84,44
116,85,999,30
120,0,4,0
120,5,9,0
120,10,14,0
120,15,19,0
120,20,24,8
120,25,29,11
120,30,34,6
120,35,39,12
120,40,44,22
120,45,49,32
120,50,54,39
120,55,59,42
120,60,64,39
120,65,69,34
120,70,74,27
120,75,79,19
120,80,84,9
120,85,999,4
124,0,4,0
124,5,9,0
124,10,14,0
124,15,19,1
124,20,24,2
124,25,29,8
124,30,34,24
124,35,39,49
124,40,44,81
124,45,49,118
124,50,54,179
124,55,59,283
124,60,64,412
124,65,69,535
124,70,74,506
124,75,79,1094
124,80,84,1520
124,85,999,2736
132,0,4,0
132,5,9,0
132,10,14,0
132,15,19,0
132,20,24,0
132,25,29,0
132,30,34,0
132,35,39,0
132,40,44,0
132,45,49,0
132,50,54,1
132,55,59,0
132,60,64,0
132,65,69,0
132,70,74,1
132,75,79,2
132,80,84,2
132,85,999,3
140,0,4,0
140,5,9,0
140,10,14,0
140,15,19,0
140,20,24,0
140,25,29,1
140,30,34,2
140,35,39,5
140,40,44,4
140,45,49,5
140,50,54,5
140,55,59,6
140,60,64,4
140,65,69,4
140,70,74,5
140,75,79,5
140,80,84,4
140,85,999,2
144,0,4,0
144,5,9,0
144,10,14,0
144,15,19,1
144,20,24,0
144,25,29,0
144,30,34,3
144,35,39,4
144,40,44,13
144,45,49,21
144,50,54,35
144,55,59,53
144,60,64,73
144,65,69,92
144,70,74,107
144,75,79,94
144,80,84,55
144,85,999,43
148,0,4,0
148,5,9,0
148,10,14,0
148,15,19,13
148,20,24,8
148,25,29,27
148,30,34,9
148,35,39,6
148,40,44,2
148,45,49,3
148,50,54,6
148,55,59,6
148,60,64,2
148,65,69,0
148,70,74,7
148,75,79,0
148,80,84,0
148,85,999,0
152,0,4,0
152,5,9,0
152,10,14,0
152,15,19,0
152,20,24,3
152,25,29,6
152,30,34,18
152,35,39,14
152,40,44,27
152,45,49,54
152,50,54,91
152,55,59,138
152,60,64,209
152,65,69,281
152,70,74,322
152,75,79,349
152,80,84,347
152,85,999,489
156,0,4,0
156,5,9,0
156,10,14,36
156,15,19,52
156,20,24,109
156,25,29,263
156,30,34,684
156,35,39,829
156,40,44,1222
156,45,49,2813
156,50,54,6166
156,55,59,8200
156,60,64,9359
156,65,69,16385
156,70,74,17468
156,75,79,16902
156,80,84,16848
156,85,999,18024
170,0,4,0
170,5,9,0
170,10,14,1
170,15,19,7
170,20,24,15
170,25,29,42
170,30,34,31
170,35,39,49
170,40,44,92
170,45,49,144
170,50,54,225
170,55,59,341
170,60,64,433
170,65,69,519
170,70,74,577
170,75,79,558
170,80,84,496
170,85,999,596
174,0,4,0
174,5,9,0
174,10,14,0
174,15,19,0
174,20,24,0
174,25,29,0
174,30,34,0
174,35,39,0
174,40,44,0
174,45,49,0
174,50,54,1
174,55,59,2
174,60,64,1
174,65,69,2
174,70,74,1
174,75,79,0
174,80,84,0
174,85,999,0
178,0,4,0
178,5,9,0
178,10,14,0
178,15,19,0
178,20,24,1
178,25,29,0
178,30,34,0
178,35,39,0
178,40,44,4
178,45,49,4
178,50,54,6
178,55,59,7
178,60,64,4
178,65,69,3
178,70,74,4
178,75,79,3
178,80,84,2
178,85,999,1
180,0,4,0
180,5,9,0
180,10,14,10
180,15,19,0
180,20,24,16
180,25,29,26
180,30,34,39
180,35,39,37
180,40,44,41
180,45,49,55
180,50,54,72
180,55,59,89
180,60,64,105
180,65,69,111
180,70,74,104
180,75,79,83
180,80,84,51
180,85,999,29
188,0,4,0
188,5,9,0
188,10,14,0
188,15,19,0
188,20,24,0
188,25,29,3
188,30,34,6
188,35,39,7
188,40,44,11
188,45,49,16
188,50,54,25
188,55,59,40
188,60,64,54
188,65,69,59
188,70,74,67
188,75,79,74
188,80,84,70
188,85,999,92
191,0,4,0
191,5,9,0
191,10,14,0
191,15,19,0
191,20,24,0
191,25,29,0
191,30,34,3
191,35,39,5
191,40,44,10
191,45,49,17
191,50,54,31
191,55,59,61
191,60,64,108
191,65,69,182
191,70,74,246
191,75,79,250
191,80,84,291
191,85,999,292
192,0,4,0
192,5,9,0
192,10,14,0
192,15,19,0
192,20,24,4
192,25,29,4
192,30,34,13
192,35,39,3
192,40,44,7
192,45,49,35
192,50,54,91
192,55,59,174
192,60,64,222
192,65,69,272
192,70,74,377
192,75,79,445
192,80,84,446
192,85,999,550
196,0,4,0
196,5,9,0
196,10,14,0
196,15,19,0
196,20,24,0
196,25,29,0
196,30,34,0
196,35,39,0
196,40,44,1
196,45,49,4
196,50,54,8
196,55,59,14
196,60,64,17
196,65,69,24
196,70,74,40
196,75,79,50
196,80,84,52
196,85,999,58
203,0,4,0
203,5,9,0
203,10,14,0
203,15,19,0
203,20,24,0
203,25,29,0
203,30,34,2
203,35,39,2
203,40,44,11
203,45,49,25
203,50,54,46
203,55,59,90
203,60,64,152
203,65,69,278
203,70,74,405
203,75,79,423
203,80,84,329
203,85,999,339
204,0,4,0
204,5,9,0
204,10,14,0
204,15,19,0
204,20,24,0
204,25,29,3
204,30,34,10
204,35,39,9
204,40,44,9
204,45,49,10
204,50,54,13
204,55,59,16
204,60,64,19
204,65,69,24
204,70,74,27
204,75,79,27
204,80,84,21
204,85,999,14
208,0,4,0
208,5,9,0
208,10,14,0
208,15,19,0
208,20,24,0
208,25,29,0
208,30,34,1
208,35,39,1
208,40,44,5
208,45,49,11
208,50,54,26
208,55,59,54
208,60,64,89
208,65,69,150
208,70,74,245
208,75,79,335
208,80,84,278
208,85,999,306
214,0,4,0
214,5,9,0
214,10,14,2
214,15,19,0
214,20,24,4
214,25,29,6
214,30,34,9
214,35,39,14
214,40,44,24
214,45,49,41
214,50,54,53
214,55,59,83
214,60,64,116
214,65,69,139
214,70,74,122
214,75,79,92
214,80,84,67
214,85,999,72
218,0,4,0
218,5,9,0
218,10,14,0
218,15,19,0
218,20,24,4
218,25,29,7
218,30,34,18
218,35,39,14
218,40,44,20
218,45,49,34
218,50,54,51
218,55,59,69
218,60,64,89
218,65,69,105
218,70,74,114
218,75,79,131
218,80,84,135
218,85,999,173
222,0,4,0
222,5,9,0
222,10,14,0
222,15,19,0
222,20,24,1
222,25,29,2
222,30,34,4
222,35,39,4
222,40,44,8
222,45,49,13
222,50,54,18
222,55,59,23
222,60,64,28
222,65,69,33
222,70,74,37
222,75,79,44
222,80,84,45
222,85,999,51
226,0,4,0
226,5,9,0
226,10,14,0
226,15,19,0
226,20,24,2
226,25,29,2
226,30,34,2
226,35,39,3
226,40,44,2
226,45,49,1
226,50,54,1
226,55,59,2
226,60,64,3
226,65,69,2
226,70,74,0
226,75,79,0
226,80,84,0
226,85,999,0
231,0,4,0
231,5,9,0
231,10,14,0
231,15,19,12
231,20,24,70
231,25,29,82
231,30,34,101
231,35,39,152
231,40,44,210
231,45,49,265
231,50,54,319
231,55,59,330
231,60,64,312
231,65,69,271
231,70,74,217
231,75,79,143
231,80,84,70
231,85,999,34
232,0,4,0
232,5,9,0
232,10,14,0
232,15,19,0
232,20,24,0
232,25,29,2
232,30,34,2
232,35,39,4
232,40,44,4
232,45,49,6
232,50,54,6
232,55,59,6
232,60,64,7
232,65,69,7
232,70,74,8
232,75,79,6
232,80,84,4
232,85,999,2
233,0,4,0
233,5,9,0
233,10,14,0
233,15,19,0
233,20,24,0
233,25,29,0
233,30,34,0
233,35,39,0
233,40,44,0
233,45,49,1
233,50,54,4
233,55,59,11
233,60,64,27
233,65,69,44
233,70,74,60
233,75,79,57
233,80,84,76
233,85,999,83
242,0,4,0
242,5,9,0
242,10,14,0
242,15,19,0
242,20,24,0
242,25,29,0
242,30,34,0
242,35,39,0
242,40,44,1
242,45,49,2
242,50,54,2
242,55,59,4
242,60,64,5
242,65,69,3
242,70,74,3
242,75,79,2
242,80,84,4
242,85,999,3
246,0,4,0
246,5,9,0
246,10,14,0
246,15,19,0
246,20,24,0
246,25,29,0
246,30,34,1
246,35,39,1
246,40,44,5
246,45,49,8
246,50,54,19
246,55,59,37
246,60,64,62
246,65,69,105
246,70,74,176
246,75,79,188
246,80,84,187
246,85,999,225
250,0,4,0
250,5,9,0
250,10,14,0
250,15,19,0
250,20,24,0
250,25,29,9
250,30,34,33
250,35,39,54
250,40,44,103
250,45,49,188
250,50,54,352
250,55,59,576
250,60,64,758
250,65,69,1225
250,70,74,2197
250,75,79,2436
250,80,84,2593
250,85,999,4567
254,0,4,0
254,5,9,0
254,10,14,0
254,15,19,0
254,20,24,0
254,25,29,0
254,30,34,0
254,35,39,0
254,40,44,0
254,45,49,0
254,50,54,2
254,55,59,2
254,60,64,3
254,65,69,1
254,70,74,2
254,75,79,2
254,80,84,0
254,85,999,4
258,0,4,0
258,5,9,0
258,10,14,0
258,15,19,0
258,20,24,0
258,25,29,0
258,30,34,0
258,35,39,0
258,40,44,0
258,45,49,0
258,50,54,0
258,55,59,2
258,60,64,2
258,65,69,4
258,70,74,4
258,75,79,1
258,80,84,1
258,85,999,0
262,0,4,0
262,5,9,0
262,10,14,0
262,15,19,0
262,20,24,0
262,25,29,0
262,30,34,0
262,35,39,0
262,40,44,2
262,45,49,4
262,50,54,4
262,55,59,2
262,60,64,3
262,65,69,3
262,70,74,3
262,75,79,2
262,80,84,1
262,85,999,0
266,0,4,0
266,5,9,0
266,10,14,0
266,15,19,0
266,20,24,0
266,25,29,1
266,30,34,2
266,35,39,4
266,40,44,3
266,45,49,4
266,50,54,7
266,55,59,5
266,60,64,8
266,65,69,3
266,70,74,2
266,75,79,1
266,80,84,1
266,85,999,0
268,0,4,0
268,5,9,0
268,10,14,0
268,15,19,0
268,20,24,0
268,25,29,0
268,30,34,1
268,35,39,2
268,40,44,3
268,45,49,5
268,50,54,11
268,55,59,22
268,60,64,40
268,65,69,57
268,70,74,56
268,75,79,41
268,80,84,41
268,85,999,40
270,0,4,0
270,5,9,0
270,10,14,0
270,15,19,0
270,20,24,1
270,25,29,1
270,30,34,0
270,35,39,2
270,40,44,1
270,45,49,1
270,50,54,1
270,55,59,2
270,60,64,1
270,65,69,1
270,70,74,0
270,75,79,0
270,80,84,0
270,85,999,0
275,0,4,0
275,5,9,0
275,10,14,0
275,15,19,0
275,20,24,3
275,25,29,1
275,30,34,1
275,35,39,4
275,40,44,8
275,45,49,13
275,50,54,19
275,55,59,25
275,60,64,27
275,65,69,28
275,70,74,30
275,75,79,27
275,80,84,18
275,85,999,11
276,0,4,0
276,5,9,0
276,10,14,0
276,15,19,0
276,20,24,0
276,25,29,1
276,30,34,23
276,35,39,36
276,40,44,81
276,45,49,149
276,50,54,378
276,55,59,731
276,60,64,1012
276,65,69,1448
276,70,74,2157
276,75,79,2597
276,80,84,4126
276,85,999,4252
288,0,4,0
288,5,9,0
288,10,14,0
288,15,19,0
288,20,24,0
288,25,29,6
288,30,34,8
288,35,39,8
288,40,44,7
288,45,49,8
288,50,54,9
288,55,59,13
288,60,64,23
288,65,69,29
288,70,74,33
288,75,79,29
288,80,84,18
288,85,999,9
300,0,4,0
300,5,9,0
300,10,14,0
300,15,19,0
300,20,24,0
300,25,29,0
300,30,34,2
300,35,39,5
300,40,44,16
300,45,49,37
300,50,54,75
300,55,59,112
300,60,64,168
300,65,69,267
300,70,74,432
300,75,79,553
300,80,84,654
300,85,999,938
312,0,4,0
312,5,9,0
312,10,14,0
312,15,19,0
312,20,24,0
312,25,29,0
312,30,34,0
312,35,39,0
312,40,44,0
312,45,49,2
312,50,54,4
312,55,59,6
312,60,64,7
312,65,69,9
312,70,74,11
312,75,79,11
312,80,84,11
312,85,999,17
316,0,4,0
316,5,9,0
316,10,14,0
316,15,19,0
316,20,24,0
316,25,29,0
316,30,34,0
316,35,39,0
316,40,44,0
316,45,49,0
316,50,54,0
316,55,59,0
316,60,64,3
316,65,69,2
316,70,74,3
316,75,79,4
316,80,84,4
316,85,999,3
320,0,4,0
320,5,9,0
320,10,14,0
320,15,19,2
320,20,24,3
320,25,29,6
320,30,34,12
320,35,39,12
320,40,44,18
320,45,49,23
320,50,54,29
320,55,59,34
320,60,64,46
320,65,69,60
320,70,74,64
320,75,79,62
320,80,84,57
320,85,999,64
324,0,4,0
324,5,9,0
324,10,14,0
324,15,19,0
324,20,24,2
324,25,29,2
324,30,34,3
324,35,39,4
324,40,44,6
324,45,49,8
324,50,54,8
324,55,59,10
324,60,64,5
324,65,69,4
324,70,74,4
324,75,79,3
324,80,84,3
324,85,999,1
328,0,4,0
328,5,9,0
328,10,14,0
328,15,19,0
328,20,24,0
328,25,29,0
328,30,34,0
328,35,39,1
328,40,44,2
328,45,49,0
328,50,54,2
328,55,59,4
328,60,64,5
328,65,69,5
328,70,74,3
328,75,79,5
328,80,84,7
328,85,999,4
332,0,4,0
332,5,9,0
332,10,14,18
332,15,19,2
332,20,24,4
332,25,29,7
332,30,34,13
332,35,39,23
332,40,44,34
332,45,49,33
332,50,54,34
332,55,59,37
332,60,64,20
332,65,69,33
332,70,74,73
332,75,79,98
332,80,84,103
332,85,999,102
340,0,4,0
340,5,9,0
340,10,14,0
340,15,19,0
340,20,24,3
340,25,29,0
340,30,34,10
340,35,39,13
340,40,44,19
340,45,49,26
340,50,54,29
340,55,59,27
340,60,64,28
340,65,69,25
340,70,74,18
340,75,79,19
340,80,84,21
340,85,999,32
348,0,4,0
348,5,9,0
348,10,14,0
348,15,19,0
348,20,24,0
348,25,29,0
348,30,34,2
348,35,39,4
348,40,44,21
348,45,49,59
348,50,54,109
348,55,59,165
348,60,64,288
348,65,69,507
348,70,74,572
348,75,79,556
348,80,84,482
348,85,999,484
352,0,4,0
352,5,9,0
352,10,14,0
352,15,19,0
352,20,24,0
352,25,29,0
352,30,34,0
352,35,39,0
352,40,44,0
352,45,49,2
352,50,54,2
352,55,59,4
352,60,64,6
352,65,69,9
352,70,74,13
352,75,79,14
352,80,84,12
352,85,999,17
356,0,4,0
356,5,9,0
356,10,14,13
356,15,19,36
356,20,24,104
356,25,29,164
356,30,34,341
356,35,39,444
356,40,44,648
356,45,49,1203
356,50,54,1841
356,55,59,2476
356,60,64,2915
356,65,69,3164
356,70,74,2845
356,75,79,2097
356,80,84,1382
356,85,999,956
360,0,4,0
360,5,9,0
360,10,14,8
360,15,19,5
360,20,24,31
360,25,29,112
360,30,34,84
360,35,39,188
360,40,44,384
360,45,49,645
360,50,54,938
360,55,59,1133
360,60,64,1295
360,65,69,1376
360,70,74,1294
360,75,79,1150
360,80,84,905
360,85,999,664
364,0,4,0
364,5,9,0
364,10,14,10
364,15,19,6
364,20,24,12
364,25,29,39
364,30,34,70
364,35,39,98
364,40,44,163
364,45,49,232
364,50,54,340
364,55,59,461
364,60,64,584
364,65,69,655
364,70,74,573
364,75,79,560
364,80,84,523
364,85,999,552
368,0,4,0
368,5,9,0
368,10,14,0
368,15,19,18
368,20,24,2
368,25,29,14
368,30,34,29
368,35,39,43
368,40,44,64
368,45,49,86
368,50,54,106
368,55,59,106
368,60,64,96
368,65,69,110
368,70,74,93
368,75,79,63
368,80,84,45
368,85,999,26
372,0,4,0
372,5,9,0
372,10,14,0
372,15,19,0
372,20,24,0
372,25,29,0
372,30,34,0
372,35,39,0
372,40,44,2
372,45,49,5
372,50,54,11
372,55,59,18
372,60,64,30
372,65,69,51
372,70,74,80
372,75,79,97
372,80,84,90
372,85,999,112
376,0,4,0
376,5,9,0
376,10,14,0
376,15,19,0
376,20,24,2
376,25,29,3
376,30,34,5
376,35,39,9
376,40,44,17
376,45,49,28
376,50,54,37
376,55,59,47
376,60,64,62
376,65,69,96
376,70,74,145
376,75,79,182
376,80,84,192
376,85,999,346
380,0,4,0
380,5,9,0
380,10,14,0
380,15,19,0
380,20,24,0
380,25,29,0
380,30,34,15
380,35,39,32
380,40,44,88
380,45,49,190
380,50,54,381
380,55,59,620
380,60,64,867
380,65,69,1391
380,70,74,2465
380,75,79,3126
380,80,84,3978
380,85,999,5297
384,0,4,0
384,5,9,0
384,10,14,0
384,15,19,2
384,20,24,16
384,25,29,2
384,30,34,12
384,35,39,20
384,40,44,37
384,45,49,52
384,50,54,64
384,55,59,68
384,60,64,66
384,65,69,56
384,70,74,43
384,75,79,28
384,80,84,14
384,85,999,5
388,0,4,0
388,5,9,0
388,10,14,0
388,15,19,0
388,20,24,0
388,25,29,1
388,30,34,4
388,35,39,3
388,40,44,6
388,45,49,13
388,50,54,23
388,55,59,36
388,60,64,48
388,65,69,55
388,70,74,54
388,75,79,53
388,80,84,44
388,85,999,52
392,0,4,0
392,5,9,0
392,10,14,1
392,15,19,1
392,20,24,6
392,25,29,13
392,30,34,91
392,35,39,45
392,40,44,116
392,45,49,376
392,50,54,716
392,55,59,1184
392,60,64,1850
392,65,69,2866
392,70,74,4488
392,75,79,6963
392,80,84,8444
392,85,999,15438
398,0,4,0
398,5,9,0
398,10,14,0
398,15,19,0
398,20,24,0
398,25,29,5
398,30,34,16
398,35,39,10
398,40,44,12
398,45,49,32
398,50,54,61
398,55,59,122
398,60,64,178
398,65,69,207
398,70,74,174
398,75,79,109
398,80,84,101
398,85,999,62
400,0,4,0
400,5,9,0
400,10,14,0
400,15,19,0
400,20,24,5
400,25,29,3
400,30,34,9
400,35,39,16
400,40,44,28
400,45,49,42
400,50,54,56
400,55,59,62
400,60,64,58
400,65,69,50
400,70,74,47
400,75,79,42
400,80,84,32
400,85,999,22
404,0,4,0
404,5,9,0
404,10,14,1
404,15,19,7
404,20,24,10
404,25,29,30
404,30,34,16
404,35,39,30
404,40,44,43
404,45,49,81
404,50,54,122
404,55,59,166
404,60,64,189
404,65,69,176
404,70,74,141
404,75,79,99
404,80,84,64
404,85,999,45
408,0,4,0
408,5,9,0
408,10,14,0
408,15,19,0
408,20,24,2
408,25,29,16
408,30,34,5
408,35,39,19
408,40,44,25
408,45,49,78
408,50,54,190
408,55,59,254
408,60,64,354
408,65,69,315
408,70,74,269
408,75,79,288
408,80,84,177
408,85,999,91
410,0,4,0
410,5,9,0
410,10,14,0
410,15,19,1
410,20,24,2
410,25,29,7
410,30,34,28
410,35,39,24
410,40,44,49
410,45,49,115
410,50,54,222
410,55,59,354
410,60,64,515
410,65,69,615
410,70,74,752
410,75,79,1143
410,80,84,1430
410,85,999,1764
414,0,4,0
414,5,9,0
414,10,14,0
414,15,19,0
414,20,24,0
414,25,29,0
414,30,34,1
414,35,39,2
414,40,44,5
414,45,49,8
414,50,54,16
414,55,59,21
414,60,64,24
414,65,69,22
414,70,74,15
414,75,79,9
414,80,84,6
414,85,999,3
417,0,4,0
417,5,9,0
417,10,14,0
417,15,19,0
417,20,24,1
417,25,29,0
417,30,34,2
417,35,39,5
417,40,44,3
417,45,49,5
417,50,54,8
417,55,59,15
417,60,64,19
417,65,69,23
417,70,74,22
417,75,79,11
417,80,84,8
417,85,999,7
418,0,4,0
418,5,9,0
418,10,14,0
418,15,19,0
418,20,24,1
418,25,29,2
418,30,34,7
418,35,39,7
418,40,44,10
418,45,49,16
418,50,54,20
418,55,59,25
418,60,64,30
418,65,69,32
418,70,74,31
418,75,79,26
418,80,84,19
418,85,999,13
422,0,4,0
422,5,9,0
422,10,14,0
422,15,19,0
422,20,24,0
422,25,29,2
422,30,34,3
422,35,39,10
422,40,44,17
422,45,49,25
422,50,54,33
422,55,59,42
422,60,64,47
422,65,69,51
422,70,74,54
422,75,79,47
422,80,84,44
422,85,999,48
426,0,4,0
426,5,9,0
426,10,14,0
426,15,19,0
426,20,24,0
426,25,29,0
426,30,34,1
426,35,39,0
426,40,44,2
426,45,49,3
426,50,54,3
426,55,59,1
426,60,64,4
426,65,69,5
426,70,74,6
426,75,79,6
426,80,84,4
426,85,999,3
428,0,4,0
428,5,9,0
428,10,14,0
428,15,19,0
428,20,24,0
428,25,29,0
428,30,34,0
428,35,39,0
428,40,44,1
428,45,49,2
428,50,54,7
428,55,59,15
428,60,64,29
428,65,69,39
428,70,74,51
428,75,79,53
428,80,84,66
428,85,999,62
430,0,4,0
430,5,9,0
430,10,14,0
430,15,19,0
430,20,24,0
430,25,29,1
430,30,34,2
