"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
44,35,39,0,0,28960.5,95
44,40,44,1,0,27358.5,112
44,45,49,2,1,27453,145
44,50,54,1,1,27630.5,194
44,55,59,2,2,24924,231
44,60,64,2,2,19126,223
44,65,69,5,4,14070.5,331
44,70,74,4,2,10968.5,338
44,75,79,6,2,9340.5,436
44,80,84,0,1,5892.5,432
44,85,999,2,0,4459.5,582
48,0,4,0,0,95927,130
48,5,9,0,0,103321,21
48,10,14,0,0,93320,18
48,15,19,0,0,88548.5,34
48,20,24,0,0,115525.5,57
48,25,29,0,0,164481.5,80
48,30,34,2,0,200035,99
48,35,39,4,1,189605.5,97
48,40,44,2,2,146249,109
48,45,49,4,1,106317.5,146
48,50,54,9,3,76240,172
48,55,59,7,1,59196,239
48,60,64,9,4,41037.5,302
48,65,69,7,3,24981.5,323
48,70,74,4,3,12212.5,281
48,75,79,2,1,8084,312
48,80,84,2,2,4871,324
48,85,999,0,2,3506,467
50,0,4,0,0,16290933.5,99644
50,5,9,0,0,15731965.5,8677
50,10,14,3,1,16709288.5,7161
50,15,19,8,5,17136306.5,24945
50,20,24,92,52,15767602.5,12913
50,25,29,122,87,14851325,13818
50,30,34,153,86,12592453,11543
50,35,39,161,83,12834803.5,15809
50,40,44,194,80,10321258,21337
50,45,49,220,120,8499485.5,31397
50,50,54,254,152,7261302,46409
50,55,59,279,171,6043424,60587
50,60,64,263,155,4952719.5,65320
50,65,69,215,119,3998047.5,81020
50,70,74,201,116,2830641,93932
50,75,79,193,121,1917249.5,96099
50,80,84,140,94,1045673,79984
50,85,999,116,84,600419.5,82595
51,0,4,0,0,176876,355
51,5,9,0,0,198151,26
51,10,14,0,0,197188.5,27
51,15,19,0,0,171509,58
51,20,24,0,0,167725.5,91
51,25,29,0,0,196310,115
51,30,34,2,0,245772.5,197
51,35,39,1,1,231337,271
51,40,44,1,0,204150.5,486
51,45,49,4,2,170078,730
51,50,54,10,5,162896.5,1157
51,55,59,22,10,184555.5,1856
51,60,64,40,19,202255,2987
51,65,69,53,23,150095.5,3528
51,70,74,49,29,99249.5,3760
51,75,79,28,20,44808.5,2759
51,80,84,25,19,46932.5,5050
51,85,999,16,16,30983.5,6111
52,0,4,0,0,15871.5,34
52,5,9,0,0,16292.5,2
52,10,14,0,0,17878,4
52,15,19,0,0,18016,8
52,20,24,0,0,18866.5,13
52,25,29,0,0,17895.5,16
52,30,34,0,0,18718.5,22
52,35,39,0,0,18989,33
52,40,44,1,0,18382,46
52,45,49,4,1,19182.5,67
52,50,54,7,1,19387,97
52,55,59,3,1,19666.5,144
52,60,64,5,4,18852,208
52,65,69,2,2,16089,295
52,70,74,6,5,11939.5,377
52,75,79,4,3,8146.5,477
52,80,84,6,3,4705.5,510
52,85,999,4,4,3440,781
56,0,4,0,0,593583.5,495
56,5,9,0,0,645118,58
56,10,14,0,0,685654,62
56,15,19,0,0,655179.5,172
56,20,24,2,0,670129,242
56,25,29,5,0,722057,336
56,30,34,5,2,770372.5,431
56,35,39,13,2,747838.5,632
56,40,44,35,6,763640.5,1035
56,45,49,64,13,742333,1525
56,50,54,124,27,785609.5,2402
56,55,59,212,46,804462.5,3669
56,60,64,289,64,754581.5,5836
56,65,69,321,89,654032.5,8653
56,70,74,335,128,563123.5,12485
56,75,79,292,144,436594,14605
56,80,84,216,147,303285.5,17297
56,85,999,241,213,344225.5,49895
64,0,4,0,0,48411,234
64,5,9,0,0,58769.5,23
64,10,14,0,0,64924.5,22
64,15,19,0,0,70744,44
64,20,24,0,0,72475.5,63
64,25,29,0,0,78277.5,73
64,30,34,0,0,81755,90
64,35,39,1,1,68320.5,99
64,40,44,1,1,57181.5,125
64,45,49,1,1,43125.5,155
64,50,54,1,1,35749.5,209
64,55,59,3,2,29082,278
64,60,64,2,2,23324.5,360
64,65,69,2,1,18949.5,482
64,70,74,2,2,12847,551
64,75,79,2,1,8671.5,625
64,80,84,1,1,5050.5,613
64,85,999,1,1,3255.5,752
68,0,4,0,0,1248895,11099
68,5,9,0,0,1227829,1769
68,10,14,0,0,1206630,1030
68,15,19,0,0,1158042,1401
68,20,24,0,0,1112110.5,1988
68,25,29,1,0,1055034.5,2298
68,30,34,1,0,971025.5,2545
68,35,39,2,0,831901,2883
68,40,44,3,2,716816.5,3360
68,45,49,11,6,612934.5,4042
68,50,54,8,0,515517.5,4855
68,55,59,20,8,423370.5,6009
68,60,64,17,0,335330.5,7051
68,65,69,24,12,248355.5,8116
68,70,74,31,14,175835,8794
68,75,79,3,3,123090.5,8999
68,80,84,3,0,66475.5,7467
68,85,999,10,7,47960.5,9061
70,0,4,0,0,133776.5,151
70,5,9,0,0,139109,4
70,10,14,0,0,155805,19
70,15,19,0,0,168050,66
70,20,24,1,0,175986,75
70,25,29,2,0,156816,96
70,30,34,2,1,178018,107
70,35,39,9,2,215993,198
70,40,44,20,6,250170.5,412
70,45,49,37,11,240932.5,700
70,50,54,57,20,212230,1038
70,55,59,91,38,245330,2180
70,60,64,139,70,256267.5,3810
70,65,69,173,97,229326,5423
70,70,74,145,92,173940,6404
70,75,79,83,64,105721.5,6013
70,80,84,65,61,87981,7495
70,85,999,44,55,79349.5,10835
72,0,4,0,0,289053.5,2395
72,5,9,0,0,257192.5,204
72,10,14,0,0,244845.5,156
72,15,19,0,0,249772,277
72,20,24,0,0,247486,395
72,25,29,1,1,253221.5,485
72,30,34,1,1,210819.5,504
72,35,39,3,2,163542.5,524
72,40,44,4,2,124896.5,554
72,45,49,4,0,102294,642
72,50,54,3,0,85955,787
72,55,59,3,0,68073.5,901
72,60,64,4,2,48068,978
72,65,69,4,4,36839.5,1133
72,70,74,2,2,27497.5,1259
72,75,79,2,2,15652.5,1087
72,80,84,0,0,9011.5,935
72,85,999,0,0,5670.5,999
76,0,4,0,0,13628418.5,37481
76,5,9,0,0,14336110.5,2423
76,10,14,19,2,14522576,3234
76,15,19,16,3,15276880.5,15661
76,20,24,70,21,16336263.5,24845
76,25,29,136,30,16318409,25298
76,30,34,129,124,16383995,28600
76,35,39,383,133,16920603.5,37901
76,40,44,823,239,16103032,48583
76,45,49,1309,419,14240084,59696
76,50,54,1955,663,12675564,77386
76,55,59,2692,986,11793104.5,102959
76,60,64,3143,1237,10211212.5,130209
76,65,69,3250,1359,8038445,150046
76,70,74,3051,1325,5883665,162253
76,75,79,2529,1189,3772704.5,179809
76,80,84,1998,1030,2301760.5,192846
76,85,999,2115,1187,1563586,306351
84,0,4,0,0,36378.5,77
84,5,9,0,0,38101.5,10
84,10,14,0,0,36718,11
84,15,19,0,0,38952,21
84,20,24,0,0,39579,32
84,25,29,0,0,37800.5,43
84,30,34,0,0,34707,52
84,35,39,0,0,30076,64
84,40,44,0,0,25223,87
84,45,49,0,0,21708,122
84,50,54,0,0,18381,158
84,55,59,0,0,14720,191
84,60,64,0,0,11426.5,228
84,65,69,0,0,7855.5,224
84,70,74,0,0,5182,225
84,75,79,0,0,3015.5,196
84,80,84,0,0,1776.5,191
84,85,999,0,0,1132.5,245
90,0,4,0,0,103127,389
90,5,9,0,0,100924,72
90,10,14,0,0,90746,53
90,15,19,0,0,80126,82
90,20,24,0,0,71633.5,103
90,25,29,0,0,58993,92
90,30,34,0,0,52837.5,96
90,35,39,0,0,49860.5,117
90,40,44,1,0,42483,141
90,45,49,1,0,36574.5,185
90,50,54,3,0,28874.5,225
90,55,59,0,0,21228,258
90,60,64,2,0,15316,294
90,65,69,2,5,11262,349
90,70,74,2,0,7900.5,396
90,75,79,0,0,4587.5,381
90,80,84,0,0,2855,393
90,85,999,1,0,1737.5,431
96,0,4,0,0,31645.5,61
96,5,9,0,0,33279.5,7
96,10,14,0,0,31530.5,7
96,15,19,0,0,33327.5,21
96,20,24,0,0,37506,32
96,25,29,0,0,41419.5,37
96,30,34,0,0,41678,45
96,35,39,2,2,39873.5,62
96,40,44,5,3,37043,124
96,45,49,7,2,32570.5,208
96,50,54,11,4,27964.5,269
96,55,59,12,4,21724,290
96,60,64,13,7,17566.5,308
96,65,69,11,3,12446.5,299
96,70,74,7,6,7818.5,274
96,75,79,5,5,4016,233
96,80,84,3,2,2540.5,258
96,85,999,3,3,1419.5,453
100,0,4,0,0,308423,421
100,5,9,0,0,333834.5,58
100,10,14,0,0,350170.5,74
100,15,19,0,0,323764,166
100,20,24,0,0,309822,212
100,25,29,2,0,333769,266
100,30,34,3,1,454035.5,479
100,35,39,4,4,479384,840
100,40,44,19,10,503221,1327
100,45,49,54,22,538664,2516
100,50,54,99,37,503902,3728
100,55,59,155,58,449116.5,5410
100,60,64,252,88,456730,8488
100,65,69,333,118,445091.5,11938
100,70,74,344,141,411387,15801
100,75,79,257,128,300017,17382
100,80,84,148,97,184590.5,17868
100,85,999,92,91,139942,28546
104,0,4,0,0,4463439,37381
104,5,9,0,0,4443035,4894
104,10,14,0,0,4386553.5,3929
104,15,19,2,0,4478440,7328
104,20,24,34,3,4494784,11422
104,25,29,55,18,4395183.5,11946
104,30,34,43,23,4188612.5,12444
104,35,39,58,24,4177082.5,14996
104,40,44,99,45,3790574.5,17766
104,45,49,150,67,3421905,22487
104,50,54,224,106,3061456.5,29150
104,55,59,287,144,2627923.5,37152
104,60,64,348,194,2130857,45847
104,65,69,402,263,1619429,54274
104,70,74,360,272,1060285.5,56477
104,75,79,256,216,581212.5,50240
104,80,84,172,158,295070.5,41424
104,85,999,114,112,140943.5,34313
108,0,4,0,0,2148639.5,22977
108,5,9,0,0,2097257,7274
108,10,14,1,0,1880328.5,3889
108,15,19,0,0,1449047,4014
108,20,24,1,1,1062521,4036
108,25,29,4,2,906202.5,3737
108,30,34,5,3,875798,4020
108,35,39,6,4,798490,4246
108,40,44,10,4,629365,4191
108,45,49,11,7,427470.5,3479
108,50,54,14,10,309086.5,3470
108,55,59,19,14,225130,3347
108,60,64,24,18,180619.5,4014
108,65,69,23,19,145699,4976
108,70,74,16,15,95690.5,5069
108,75,79,10,10,52864,4455
108,80,84,6,6,25967.5,3483
108,85,999,4,4,10921.5,2527
112,0,4,0,0,428276,200
112,5,9,0,0,584710.5,56
112,10,14,0,0,542781,75
112,15,19,0,0,445863,160
112,20,24,1,0,438140,217
112,25,29,3,0,513354.5,393
112,30,34,6,4,706954.5,1012
112,35,39,16,8,759693,1692
112,40,44,32,6,677044,2472
112,45,49,70,25,633590,3565
112,50,54,132,55,610268,5199
112,55,59,234,107,635283,7896
112,60,64,416,194,683073,12233
112,65,69,506,238,543876.5,12895
112,70,74,461,233,419267.5,13514
112,75,79,241,141,205530.5,11539
112,80,84,186,135,201919.5,18242
112,85,999,124,130,143612.5,30145
116,0,4,0,0,1824962.5,8742
116,5,9,0,0,1736583.5,2276
116,10,14,0,0,1677138.5,1565
116,15,19,0,0,1573309.5,2449
116,20,24,0,0,1364832.5,3028
116,25,29,5,2,1378132.5,3299
116,30,34,10,4,1425897.5,3702
116,35,39,12,4,1326247.5,3884
116,40,44,23,12,1130119,4309
116,45,49,34,17,750291,3647
116,50,54,73,36,768368.5,5628
116,55,59,105,49,687603,6756
116,60,64,101,55,566222.5,8671
116,65,69,97,64,413077,10132
116,70,74,95,72,284714.5,11465
116,75,79,73,63,164604,11019
116,80,84,48,46,86712,9662
116,85,999,33,33,42908,8541
120,0,4,0,0,4344471,65644
120,5,9,0,0,3856846.5,6261
120,10,14,1,0,3420529,3997
120,15,19,1,0,2954957,5192
120,20,24,10,6,2474170.5,6246
120,25,29,11,6,2160326.5,6584
120,30,34,18,10,1907685,7190
120,35,39,15,8,1600946,7890
120,40,44,24,10,1299383.5,8501
120,45,49,34,17,1020701,8953
120,50,54,42,24,793300,9659
120,55,59,48,31,588866.5,9840
120,60,64,44,33,447048,11019
120,65,69,36,29,323131.5,12178
120,70,74,27,23,211457,12815
120,75,79,19,17,132292.5,12623
120,80,84,12,12,66051.5,9749
120,85,999,6,6,30608.5,7687
124,0,4,0,0,1888613.5,1774
124,5,9,0,0,2037981,148
124,10,14,0,0,2109299,198
124,15,19,3,0,2091685.5,665
124,20,24,10,2,2463508,1270
124,25,29,16,8,2686883.5,1838
124,30,34,68,21,2761665.5,2478
124,35,39,155,40,2706776,3336
124,40,44,271,67,2574501.5,4007
124,45,49,400,101,2415115,5350
124,50,54,578,148,2439833.5,8574
124,55,59,825,220,2652412.5,16689
124,60,64,1020,302,2639948,25453
124,65,69,1025,319,2309029.5,26099
124,70,74,969,364,1880176,34679
124,75,79,806,527,1378423,39973
124,80,84,572,620,879633,44757
124,85,999,620,1023,905775,120436
132,0,4,0,0,42610.5,85
132,5,9,0,0,49201,8
132,10,14,0,0,49426,6
132,15,19,0,0,46653.5,13
132,20,24,0,0,41599,30
132,25,29,0,0,46415.5,37
132,30,34,0,0,47548.5,46
132,35,39,0,0,41218,87
132,40,44,0,0,33112.5,81
132,45,49,0,1,25978,105
132,50,54,2,0,23181,127
132,55,59,1,0,22065,165
132,60,64,0,0,17839.5,166
132,65,69,2,0,12314,197
132,70,74,1,1,8949.5,284
132,75,79,1,0,5471.5,324
132,80,84,0,1,3655,372
132,85,999,0,1,2503,468
140,0,4,0,0,934537,94165
140,5,9,0,0,825701,21163
140,10,14,1,0,748774,10606
140,15,19,3,0,634278,18985
140,20,24,5,5,508670,27770
140,25,29,3,3,361793,20703
140,30,34,2,1,251725.5,12917
140,35,39,3,3,179207.5,9371
140,40,44,4,2,137131,7804
140,45,49,5,3,113226,7384
140,50,54,6,3,113989,8453
140,55,59,8,8,99306,9074
140,60,64,8,6,80415,9745
140,65,69,7,7,56530.5,9502
140,70,74,5,5,31260,6955
140,75,79,4,4,14300.5,3364
140,80,84,2,2,5666,2067
140,85,999,1,1,1529.5,1008
144,0,4,0,0,1647731,2135
144,5,9,0,0,1734772,216
144,10,14,0,0,1798820,250
144,15,19,0,0,1794252.5,474
144,20,24,1,0,1667941.5,726
144,25,29,13,7,1652090.5,869
144,30,34,13,6,1565618.5,1074
144,35,39,17,7,1576177.5,1638
144,40,44,34,13,1649818.5,2898
144,45,49,59,30,1411731.5,4055
144,50,54,98,50,1336928,6215
144,55,59,158,77,1251499,9186
144,60,64,205,96,1148409.5,13547
144,65,69,218,100,959325.5,18436
144,70,74,205,97,758972,24050
144,75,79,149,74,478297.5,24545
144,80,84,76,41,245556,21370
144,85,999,54,32,157024,27328
148,0,4,0,0,3431648,79610
148,5,9,0,0,2887361,19742
148,10,14,0,0,2429494,9100
148,15,19,0,0,2002058,8900
148,20,24,0,0,1637422.5,9711
148,25,29,0,0,1343176.5,8745
148,30,34,0,0,1081071.5,7728
148,35,39,23,19,863343.5,6986
148,40,44,0,0,708539,6766
148,45,49,33,25,610168.5,6774
148,50,54,19,15,472997.5,6772
148,55,59,0,0,354498,6708
148,60,64,8,6,254186.5,6986
148,65,69,12,9,173264,7194
148,70,74,0,0,108121.5,6980
148,75,79,9,8,57942,5811
148,80,84,0,0,27811.5,4320
148,85,999,0,0,12212,3143
152,0,4,0,0,1021264.5,1035
152,5,9,0,0,1217629,171
152,10,14,0,0,1233248,187
152,15,19,0,0,1211543,505
152,20,24,3,0,1395580,1022
152,25,29,10,1,1589137.5,1329
152,30,34,19,6,1634354.5,1767
152,35,39,21,11,1497425.5,1953
152,40,44,42,16,1376981.5,2611
152,45,49,79,28,1310065.5,3622
152,50,54,126,47,1260079,5387
152,55,59,192,67,1170277,7975
152,60,64,262,95,1034882,10732
152,65,69,314,125,863341.5,12873
152,70,74,304,142,675289.5,15225
152,75,79,246,137,451383,17767
152,80,84,182,119,296178,20873
152,85,999,190,148,314377.5,43047
156,0,4,0,0,65606014,72370
156,5,9,0,0,90500949,22654
156,10,14,35,14,87909429,23674
156,15,19,68,30,80171426.5,27038
156,20,24,178,70,80852780.5,44220
156,25,29,590,192,89704202,64666
156,30,34,1710,552,118128097,99605
156,35,39,2444,818,109430574.5,107419
156,40,44,4668,1512,95819838.5,141324
156,45,49,9855,3244,104901929.5,242408
156,50,54,23524,7319,122960963.5,488952
156,55,59,26951,9017,113599176.5,673844
156,60,64,29235,10507,69176933,734215
156,65,69,45066,18471,75962979.5,1274663
156,70,74,38374,19308,54531187.5,1461124
156,75,79,27244,17835,31736600.5,1416101
156,80,84,18794,16173,19798118.5,1607203
156,85,999,13371,15429,14388369.5,2497251
170,0,4,0,0,3543741.5,8822
170,5,9,0,0,3529821.5,919
170,10,14,0,0,3767233.5,1267
170,15,19,8,1,4090937.5,4066
170,20,24,13,5,4434691,6584
170,25,29,30,16,4576470.5,7064
170,30,34,38,22,4280871.5,6891
170,35,39,67,33,3911341.5,7098
170,40,44,114,36,3570438,8031
170,45,49,168,54,3183638.5,9224
170,50,54,243,86,2988609,12345
170,55,59,340,129,2823830,17425
170,60,64,403,164,2376512.5,23418
170,65,69,431,193,1806963.5,28068
170,70,74,396,200,1275621.5,32181
170,75,79,304,173,835125.5,36518
170,80,84,215,137,454530.5,38335
170,85,999,208,148,287566,55999
174,0,4,0,0,113418,1161
174,5,9,0,0,105183,102
174,10,14,0,0,96043.5,73
174,15,19,0,0,84663,122
174,20,24,0,0,75992.5,144
174,25,29,0,0,59892,118
174,30,34,0,0,57078.5,131
174,35,39,0,0,51520,156
174,40,44,0,0,45718,193
174,45,49,0,0,36579.5,229
174,50,54,0,0,29597,280
174,55,59,1,0,23343.5,333
174,60,64,1,0,17994,401
174,65,69,2,1,14069.5,493
174,70,74,2,2,10437.5,592
174,75,79,2,2,7547.5,691
174,80,84,0,0,3658.5,519
174,85,999,0,0,1452.5,349
178,0,4,0,0,875680,7582
178,5,9,0,0,839345.5,766
178,10,14,0,0,774842.5,584
178,15,19,0,0,617780,829
178,20,24,2,2,500529,1034
178,25,29,3,2,432358.5,1157
178,30,34,2,2,389514.5,1372
178,35,39,2,2,357227,1730
178,40,44,5,3,315915,2097
178,45,49,9,6,266682.5,2430
178,50,54,13,8,212238.5,2691
178,55,59,13,8,163980.5,2843
178,60,64,10,6,117018.5,2939
178,65,69,6,4,77104,2875
178,70,74,4,3,47285,2757
178,75,79,2,1,26845,2419
178,80,84,1,1,13998,1952
178,85,999,0,0,6760,1598
180,0,4,0,0,18753273,313252
180,5,9,0,0,15561649,55786
180,10,14,5,5,12902486.5,27044
180,15,19,19,19,10593110,29914
180,20,24,32,21,8899426,34584
180,25,29,53,36,7563285,32214
180,30,34,41,27,6103689.5,28849
180,35,39,35,27,4939629,26922
180,40,44,73,41,3888134.5,26529
180,45,49,108,62,3226403.5,26888
180,50,54,140,83,2775283,31792
180,55,59,158,99,2276284,34447
180,60,64,158,109,1774776,40005
180,65,69,150,114,1300942,45116
180,70,74,137,113,890954,48777
180,75,79,106,94,564900.5,48507
180,80,84,62,59,269939.5,36873
180,85,999,34,34,112803,26909
188,0,4,0,0,299560,417
188,5,9,0,0,347558,44
188,10,14,0,0,361085.5,76
188,15,19,0,0,359881,223
188,20,24,2,0,391472.5,414
188,25,29,2,0,405269,500
188,30,34,5,1,414784.5,599
188,35,39,6,5,405645.5,627
188,40,44,10,4,361195.5,711
188,45,49,16,5,316448,806
188,50,54,26,10,297054,1139
188,55,59,42,19,292272,1596
188,60,64,49,24,257227.5,2171
188,65,69,46,23,197725.5,2491
188,70,74,43,21,148825,2841
188,75,79,37,22,104269.5,3710
188,80,84,29,19,65928,4300
188,85,999,31,26,55563.5,8366
191,0,4,0,0,170181,158
191,5,9,0,0,181936,16
191,10,14,0,0,206624,18
191,15,19,0,0,197889,58
191,20,24,1,0,202679.5,86
191,25,29,2,0,210403.5,105
191,30,34,4,1,221267,123
191,35,39,6,1,254785.5,223
191,40,44,21,6,274481.5,434
191,45,49,43,11,268727.5,662
191,50,54,77,23,266039,1081
191,55,59,138,43,284721,1957
191,60,64,218,71,288809,3307
191,65,69,287,106,277460,5225
191,70,74,275,126,225955.5,6902
191,75,79,198,115,150609,7446
191,80,84,163,126,120787.5,9658
191,85,999,127,121,103671.5,15893
192,0,4,0,0,522168,595
192,5,9,0,0,594944.5,106
192,10,14,0,0,616735.5,122
192,15,19,0,0,604870.5,228
192,20,24,0,0,687223,360
192,25,29,6,2,674798.5,396
192,30,34,7,1,796317,634
192,35,39,8,4,731605.5,880
192,40,44,11,5,607453.5,1105
192,45,49,30,9,825007.5,2491
192,50,54,64,19,975936.5,4900
192,55,59,109,31,976487.5,8201
192,60,64,129,38,690429,9218
192,65,69,133,44,538170.5,11093
192,70,74,128,55,449781,13675
192,75,79,108,57,349313,15921
192,80,84,81,50,228916.5,16266
192,85,999,78,55,189662.5,27567
196,0,4,0,0,73523.5,76
196,5,9,0,0,71989.5,9
196,10,14,0,0,67949,10
196,15,19,0,0,66036,12
196,20,24,0,0,76584.5,31
196,25,29,0,0,98293,33
196,30,34,1,0,125118,49
196,35,39,1,0,127086.5,67
196,40,44,3,0,110924.5,98
196,45,49,6,1,92590.5,159
196,50,54,10,3,85318.5,207
196,55,59,15,5,77515.5,334
196,60,64,19,7,71011.5,532
196,65,69,20,6,58672.5,774
196,70,74,21,9,48347,1178
196,75,79,22,7,36555.5,1495
196,80,84,19,12,24144.5,1779
196,85,999,19,12,19710,3399
203,0,4,0,0,559093.5,294
203,5,9,0,0,559665.5,52
203,10,14,0,0,583373,61
203,15,19,0,0,530630,147
203,20,24,0,0,508623.5,227
203,25,29,4,0,586537.5,287
203,30,34,8,0,703867.5,452
203,35,39,9,1,724887.5,668
203,40,44,43,9,823004,1113
203,45,49,105,25,914682.5,2053
203,50,54,158,43,715775,2717
203,55,59,256,77,678337.5,4229
203,60,64,338,115,594773,6454
203,65,69,492,188,654697.5,10935
203,70,74,540,243,613416.5,16089
203,75,79,421,232,460401.5,18933
203,80,84,239,169,260839,18113
203,85,999,173,162,200608.5,34525
204,0,4,0,0,2154968,37823
204,5,9,0,0,1957322,7804
204,10,14,0,0,1683298.5,3856
204,15,19,0,0,1453222,4377
204,20,24,2,0,1236639.5,5022
204,25,29,6,0,1073106,4785
204,30,34,6,0,905375,4442
204,35,39,4,3,765456,4251
204,40,44,6,4,622362.5,4196
204,45,49,8,4,500435.5,4036
204,50,54,16,10,410199.5,4519
204,55,59,23,13,328863.5,4834
204,60,64,19,15,246863.5,5441
204,65,69,15,15,174379.5,5960
204,70,74,13,14,118432,6441
204,75,79,16,15,75046.5,6448
204,80,84,13,13,37009.5,5033
204,85,999,9,9,16521.5,3850
208,0,4,0,0,311033.5,213
208,5,9,0,0,304242,15
208,10,14,0,0,331331,22
208,15,19,0,0,345819.5,60
208,20,24,1,0,375400,118
208,25,29,3,0,407812.5,121
208,30,34,4,0,387139,179
208,35,39,2,1,340251.5,208
